,Modelo,Ano,Cor, Combustível,KM,Preco,Link,Vendedor,Cidade
6040,Voyage Comfortline 1.0 12v,17/17,Branca,Flex,72.545 Km,"R$ 48.000,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/voyage-comfortline-1-0-12v/17-17/1080591,Black Motors,"Rua Cabral, 1121 - Centro - Corumbá / MS"
6041,Voyage Comfortline 1.6,17/18,Cinza,Flex,88.000 Km,"R$ 48.000,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/voyage-comfortline-1-6/17-18/1070170,Beto Automóveis,"Av.: Joaquim Teixeira Alves, 2320 - Centro - Dourados / MS"
6042,Voyage Comfortline 1.6,17/17,Preta,Flex,86.554 Km,"R$ 48.000,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/voyage-comfortline-1-6/17-17/1066258,Walison Neves da Silva ,Campo Grande - MS
6043,Argo Drive 1.0,18/18,Branca,Flex,78.000 Km,"R$ 48.500,00",https://www.shopcar.com.br/veiculos/fiat/argo-drive-1-0/18-18/1086010,Golden Motors Hyundai,"Av. Marcelino Pires, 3575-A - Centro - Dourados / MS"
6044,Argo Drive 1.0,17/18,Branca,Flex,80.390 Km,"R$ 48.500,00",https://www.shopcar.com.br/veiculos/fiat/argo-drive-1-0/17-18/1069900,RW Veículos,"Rua Teodoro Rondon, 524 - Centro - Aquidauana / MS"
6045,Fit LX 1.5 16v,15/15,Cinza,Flex,Não disponível,"R$ 48.500,00",https://www.shopcar.com.br/veiculos/honda/fit-lx-1-5-16v/15-15/1080503,LM Veículos,"Rua Santa Catarina, 224 - Jardim das Grevilhas - Eldorado / MS"
6046,Golf Sportline Limited Edition 1.6,12/13,Branca,Flex,121.000 Km,"R$ 48.500,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/golf-sportline-limited-edition-1-6/12-13/1089701,V-CAR multimarcas,"Rua Ipitanga, 314 - Parque Novos Estados - Campo Grande / MS"
6047,HB20 Comfort 1.0 12v,17/18,Marrom,Flex,75.000 Km,"R$ 48.500,00",https://www.shopcar.com.br/veiculos/hyundai/hb20-comfort-1-0-12v/17-18/1088140,Seminovos Grupo Enzo,"Av. Costa e Silva, 405 - 1° andar - Vila Progresso - Campo Grande / MS"
6048,HB20 Comfort Plus 1.0 12v,18/18,Grafite,Flex,62.000 Km,"R$ 48.500,00",https://www.shopcar.com.br/veiculos/hyundai/hb20-comfort-plus-1-0-12v/18-18/1067514,ABS Veículos,"Av. Pres. Ernesto Geisel, 6041 - Centro - Campo Grande / MS"
6049,HB20S Comfort Plus 1.6 16v,15/15,Prata,Flex,97.000 Km,"R$ 48.500,00",https://www.shopcar.com.br/veiculos/hyundai/hb20s-comfort-plus-1-6-16v/15-15/1090205,V4 Veículos Filial,"Rua Bahia, 05 - Centro - Campo Grande / MS"
6050,Ka SE 1.0 12v,20/20,Prata,Flex,4.900 Km,"R$ 48.500,00",https://www.shopcar.com.br/veiculos/ford/ka-se-1-0-12v/20-20/1067277,D2 Automóveis,"Av. Manoel da Costa Lima, 2251 - Piratininga - Campo Grande / MS"
6051,Ka SE 1.0 12v,19/20,Prata,Flex,46.500 Km,"R$ 48.500,00",https://www.shopcar.com.br/veiculos/ford/ka-se-1-0-12v/19-20/1059152,Auto Nível Seminovos,"Av. Joaquim Teixeira Alves, 2415 - Centro - Dourados / MS"
6052,Logan Expression 1.0 12v,19/20,Prata,Flex,35.000 Km,"R$ 48.500,00",https://www.shopcar.com.br/veiculos/renault/logan-expression-1-0-12v/19-20/1086853,2K Veículos,"Av. Garimpo, 142 - Coopharadio - Campo Grande / MS"
6053,Prisma Joy 1.0,18/18,Cinza,Flex,78.932 Km,"R$ 48.500,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/prisma-joy-1-0/18-18/1086441,Nova Era Veículos II,"Av. Hayel Bon Faker, 433 - Jardim Raslem - Dourados / MS"
6054,Santa Fe GLS 3.5 V6 24v A/T,10/11,Preta,Gasolina,121.993 Km,"R$ 48.500,00",https://www.shopcar.com.br/veiculos/hyundai/santa-fe-gls-3-5-v6-24v/10-11/1090331,3DB Multimarcas,"Av. Pres. Ernesto Geisel, 5404 - Centro - Campo Grande / MS"
6055,Strada Hard Working 1.4 C.E.,16/16,Branca,Flex,Não disponível,"R$ 48.500,00",https://www.shopcar.com.br/veiculos/fiat/strada-hard-working-1-4-c-e/16-16/1085854,Auto Nível Seminovos,"Av. Joaquim Teixeira Alves, 2415 - Centro - Dourados / MS"
6056,Montana LS 1.4,17/18,Preta,Flex,52.000 Km,"R$ 48.600,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/montana-ls-1-4/17-18/1076292,Aliomar Cafure,Campo Grande - MS
6057,Montana LS 1.4,18/19,Prata,Flex,Não disponível,"R$ 48.800,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/montana-ls-1-4/18-19/1084216,Speed Veículos,"Rua Brilhante, 2334 - Centro - Campo Grande / MS"
6058,Onix Joy 1.0,18/19,Preta,Flex,24.059 Km,"R$ 48.800,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/onix-joy-1-0/18-19/1066522,Vardasca Veículos,"Av. Weimar Gonçalves Torres, 3095 - Centro - Dourados / MS"
6059,Onix Joy 1.0,18/19,Preta,Flex,36.854 Km,"R$ 48.800,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/onix-joy-1-0/18-19/1066526,Vardasca Veículos,"Av. Weimar Gonçalves Torres, 3095 - Centro - Dourados / MS"
6060,Prisma LTZ 1.4,16/16,Branca,Flex,Não disponível,"R$ 48.800,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/prisma-ltz-1-4/16-16/1067992,Simone Automóveis,"Av. Bandeirantes, 1855 - Bandeirantes - Campo Grande / MS"
6061,S10 Executive 2.4 C.D.,09/10,Prata,Flex,Não disponível,"R$ 48.800,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/s10-executive-2-4-c-d/09-10/1080996,Grid Automóveis,"Av. das Bandeiras, 500 - Vila Carvalho - Campo Grande / MS"
6062,Corolla GLi 1.8 16v A/T,10/11,Prata,Flex,Não disponível,"R$ 48.890,00",https://www.shopcar.com.br/veiculos/toyota/corolla-gli-1-8-16v/10-11/1074516,Estilo Car Veículos,"Av. Bandeirantes, 1366 - Vila Bandeirantes - Campo Grande / MS"
6063,Ka Sedan SE 1.0 12v,19/19,Cinza,Flex,35.000 Km,"R$ 48.890,00",https://www.shopcar.com.br/veiculos/ford/ka-sedan-se-1-0-12v/19-19/1033481,Auto Car Veículos,"Av. Bandeirantes, 1383 - Vila Bandeirantes - Campo Grande / MS"
6064,Ka Sedan SE 1.0 12v,19/19,Cinza,Flex,35.000 Km,"R$ 48.890,00",https://www.shopcar.com.br/veiculos/ford/ka-sedan-se-1-0-12v/19-19/1048865,Estilo Car Veículos,"Av. Bandeirantes, 1366 - Vila Bandeirantes - Campo Grande / MS"
6065,408 Business 1.6 16v THP A/T,17/17,Prata,Flex,43.000 Km,"R$ 48.900,00",https://www.shopcar.com.br/veiculos/peugeot/408-business-1-6-16v-thp/17-17/1090083,Rodolfo Pereira da Costa,Campo Grande - MS
6066,408 Griffe 1.6 16v THP A/T,15/16,Branca,Flex,168.018 Km,"R$ 48.900,00",https://www.shopcar.com.br/veiculos/peugeot/408-griffe-1-6-16v-thp/15-16/1088896,Premium Auto Car,"Av. Ricardo Brandão, 778 - Itanhangá Park - Campo Grande / MS"
6067,Argo 1.0,18/19,Preta,Flex,57.000 Km,"R$ 48.900,00",https://www.shopcar.com.br/veiculos/fiat/argo-1-0/18-19/1086694,Eduardo Paulino Veículos ,"Rua Teodoro Rondon, 260 - Centro - Aquidauana / MS"
6068,C10 4.3,75/75,Branca,Gasolina,87.634 Km,"R$ 48.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/c10-4-3/75-75/868461,Erley Carrilho Arantes,Campo Grande - MS
6069,Caravan Diplomata 4.1,89/90,Preta,Etanol,1.500 Km,"R$ 48.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/caravan-diplomata-4-1/89-90/1077085,Carlos Alberto Ferreira Júnior,Campo Grande - MS
6070,City LX 1.5 16v A/T,14/14,Cinza,Flex,96.203 Km,"R$ 48.900,00",https://www.shopcar.com.br/veiculos/honda/city-lx-1-5-16v/14-14/1084892,Auto Nível Seminovos,"Av. Joaquim Teixeira Alves, 2415 - Centro - Dourados / MS"
6071,Civic LXR 2.0 16v A/T,13/14,Cinza,Flex,86.000 Km,"R$ 48.900,00",https://www.shopcar.com.br/veiculos/honda/civic-lxr-2-0-16v/13-14/1047583,Fábio Despachante & Veículos,"Av. Salgado Filho, 1176 - Amambaí - Campo Grande / MS"
6072,Civic LXS 1.8 16v,12/12,Preta,Flex,Não disponível,"R$ 48.900,00",https://www.shopcar.com.br/veiculos/honda/civic-lxs-1-8-16v/12-12/1090138,William Veículos,"Rua Edu Rocha, 677B - Dom Bosco - Corumbá / MS"
6073,Cobalt LT 1.4,16/16,Prata,Flex,Não disponível,"R$ 48.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/cobalt-lt-1-4/16-16/1089991,Castelo Automóveis,"Av. Bandeirantes, 1949 - Vila Jacy - Campo Grande / MS"
6074,Corolla XEi 1.8 16v A/T,09/10,Preta,Flex,149.000 Km,"R$ 48.900,00",https://www.shopcar.com.br/veiculos/toyota/corolla-xei-1-8-16v/09-10/1083861,Art Motors,"Av. Bandeirantes, 242 - Amambaí - Campo Grande / MS"
6075,Corolla XEi 2.0 16v A/T,10/11,Preta,Flex,129.000 Km,"R$ 48.900,00",https://www.shopcar.com.br/veiculos/toyota/corolla-xei-2-0-16v/10-11/1086245,Renove Veículos,"Rua Joaquim Murtinho, 2080 - Itanhangá Park - Campo Grande / MS"
6076,Corolla XEi 2.0 16v A/T,10/11,Preta,Flex,Não disponível,"R$ 48.900,00",https://www.shopcar.com.br/veiculos/toyota/corolla-xei-2-0-16v/10-11/1085280,Aliança Veículos (Dourados),"Rua Hayel Bon faker, 798 - Jardim Água Boa - Dourados / MS"
6077,Duster Dynamique 2.0 16v A/T,14/14,Preta,Flex,75.000 Km,"R$ 48.900,00",https://www.shopcar.com.br/veiculos/renault/duster-dynamique-2-0-16v/14-14/1083035,Fabinho Automóveis,"Rua Sete de Setembro, 4205 - Centro - Amambaí / MS"
6078,EcoSport SE 2.0 16v PowerShift A/T,13/14,Branca,Flex,48.000 Km,"R$ 48.900,00",https://www.shopcar.com.br/veiculos/ford/ecosport-se-2-0-16v-powershift/13-14/1051452,Bom Pastor Motors,"Rua Vera Cruz, 51 - Vila Morumbi - Campo Grande / MS"
6079,EcoSport Titanium 2.0 16v PowerShift A/T,13/14,Branca,Flex,95.000 Km,"R$ 48.900,00",https://www.shopcar.com.br/veiculos/ford/ecosport-titanium-2-0-16v-powershift/13-14/1065810,Podium Veículos Loja 2,"Av. Manoel da Costa Lima, 301 - Vila Ipiranga - Campo Grande / MS"
6080,EcoSport Titanium 2.0 16v PowerShift,13/14,Cinza,Flex,Não disponível,"R$ 48.900,00",https://www.shopcar.com.br/veiculos/ford/ecosport-titanium-2-0-16v-powershift/13-14/1087607,Portal Veículos,"Av. Capitão Olintho Mancini, 3356 - Centro - Três Lagoas / MS"
6081,EcoSport Titanium 2.0 16v PowerShift A/T,13/14,Prata,Flex,Não disponível,"R$ 48.900,00",https://www.shopcar.com.br/veiculos/ford/ecosport-titanium-2-0-16v-powershift/13-14/1069205,Moura Automóveis,"Rua Hayel Bon Faker, 1588 - Jardim Água Boa - Dourados / MS"
6082,Etios Hatch X 1.3 16v,17/18,Prata,Flex,14.900 Km,"R$ 48.900,00",https://www.shopcar.com.br/veiculos/toyota/etios-hatch-x-1-3-16v/17-18/1086263,Capital Motors,"Rua Rui Barbosa, 131 - Jardim Paulista - Campo Grande / MS"
6083,Fluence Dynamique 2.0 16v A/T,15/16,Prata,Flex,73.000 Km,"R$ 48.900,00",https://www.shopcar.com.br/veiculos/renault/fluence-dynamique-2-0-16v/15-16/1054984,GT Veículos,"Rua Pedro Celestino, 608 - Centro - Campo Grande / MS"
6084,Focus Sedan S 1.6 16v,14/15,Cinza,Flex,82.000 Km,"R$ 48.900,00",https://www.shopcar.com.br/veiculos/ford/focus-sedan-s-1-6-16v/14-15/1079792,Interauto Automóveis,"Rua Ceará, 2594 - Vila Rica - Campo Grande / MS"
6085,Focus Sedan Titanium 2.0 16v Powershift A/T,14/15,Branca,Flex,95.700 Km,"R$ 48.900,00",https://www.shopcar.com.br/veiculos/ford/focus-sedan-titanium-2-0-16v-powershift/14-15/1055457,Marcio Hiro Aoyama,Campo Grande - MS
6086,Fox Comfortline 1.6 4p.,17/18,Prata,Flex,56.000 Km,"R$ 48.900,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/fox-comfortline-1-6-4p/17-18/1082885,Libório & Gerson Automóveis,"Av. Weimar G. Torres, 2478 - Centro - Dourados / MS"
6087,Fox Connect 1.6 4p.,19/19,Prata,Flex,Não disponível,"R$ 48.900,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/fox-connect-1-6-4p/19-19/1081446,GTI Veículos,"Avenida Bandeirantes, 560 - Amambaí - Campo Grande / MS"
6088,Fox Connect 1.6 4p.,18/19,Branca,Flex,73.000 Km,"R$ 48.900,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/fox-connect-1-6-4p/18-19/1076924,VM Veículos,"Av. Fabio Zahran, 8328 - Vila Ipiranga - Campo Grande / MS"
6089,Gol 1.0 12v 4p.,19/20,Branca,Flex,Não disponível,"R$ 48.900,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/gol-1-0-12v-4p/19-20/1080137,Federal Car,"Av. Bandeirantes, 2236 - Nova Bandeirantes - Campo Grande / MS"
6090,Gol 1.0 12v 4p.,19/20,Branca,Flex,38.000 Km,"R$ 48.900,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/gol-1-0-12v-4p/19-20/1089914,Franca Automóveis,"Av. Costa e Silva, 3168 - Pioneiros - Campo Grande / MS"
6091,Gol 1.6 4p.,19/19,Prata,Flex,41.000 Km,"R$ 48.900,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/gol-1-6-4p/19-19/1081839,Domenico Motors,"Av. Rodolfo José Pinho, 539 - Jardim São Bento - Campo Grande / MS"
6092,Grand Siena Attractive 1.0,20/21,Cinza,Flex,41.000 Km,"R$ 48.900,00",https://www.shopcar.com.br/veiculos/fiat/grand-siena-attractive-1-0/20-21/1083746,Ildcar Veículos,"Av. Ernesto Geisel, 95 - Vila Marcos Roberto - Campo Grande / MS"
6093,Grand Vitara 2.0 16v,14/14,Prata,Gasolina,Não disponível,"R$ 48.900,00",https://www.shopcar.com.br/veiculos/suzuki/grand-vitara-2-0-16v/14-14/1075995,OMK Motors,"Rua Geraldo vasques, 37 - Itanhangá Park - Campo Grande / MS"
6094,HB20 Comfort Plus 1.0 12v,18/19,Preta,Flex,51.000 Km,"R$ 48.900,00",https://www.shopcar.com.br/veiculos/hyundai/hb20-comfort-plus-1-0-12v/18-19/1058074,RG Veículos,"Av. Toros Puxian, 688 - Vila Morumbi - Campo Grande / MS"
6095,HB20 Unique 1.0 12v,19/19,Prata,Flex,60.000 Km,"R$ 48.900,00",https://www.shopcar.com.br/veiculos/hyundai/hb20-unique-1-0-12v/19-19/1084582,Domenico Motors,"Av. Rodolfo José Pinho, 539 - Jardim São Bento - Campo Grande / MS"
6096,HB20 Unique 1.0 12v,18/19,Branca,Flex,54.022 Km,"R$ 48.900,00",https://www.shopcar.com.br/veiculos/hyundai/hb20-unique-1-0-12v/18-19/1078986,Play Motors," Av. Marechal Deodoro, 2040 - Coophamat - Campo Grande / MS"
6097,HB20S Comfort Plus 1.6 16v,16/16,Prata,Flex,99.000 Km,"R$ 48.900,00",https://www.shopcar.com.br/veiculos/hyundai/hb20s-comfort-plus-1-6-16v/16-16/1089763,Eduardo Paulino Veículos ,"Rua Teodoro Rondon, 260 - Centro - Aquidauana / MS"
6098,HB20S Comfort Plus 1.6 16v A/T,15/15,Cinza,Flex,108.500 Km,"R$ 48.900,00",https://www.shopcar.com.br/veiculos/hyundai/hb20s-comfort-plus-1-6-16v/15-15/1083603,Play Motors," Av. Marechal Deodoro, 2040 - Coophamat - Campo Grande / MS"
6099,HB20S Comfort Style 1.6 16v,16/17,Cinza,Flex,Não disponível,"R$ 48.900,00",https://www.shopcar.com.br/veiculos/hyundai/hb20s-comfort-style-1-6-16v/16-17/1066692,Brilha Car,"Rua Brilhante, 2894 - Vila Bandeirante - Campo Grande / MS"
6100,Kwid Intense 1.0 12v,19/20,Branca,Flex,12.250 Km,"R$ 48.900,00",https://www.shopcar.com.br/veiculos/renault/kwid-intense-1-0-12v/19-20/1080622,Clodoaldo Veículos,"Av. Rosario Gongro, 1451 - Colinos - Três Lagoas / MS"
6101,Kwid Zen 1.0 12v,20/21,Branca,Flex,27.077 Km,"R$ 48.900,00",https://www.shopcar.com.br/veiculos/renault/kwid-zen-1-0-12v/20-21/1084845,V4 Veículos Matriz,"Av. Fabio Zahran, 7279 - Jd. America  - Campo Grande / MS"
6102,Logan Expression 1.6 16v,19/20,Cinza,Flex,47.000 Km,"R$ 48.900,00",https://www.shopcar.com.br/veiculos/renault/logan-expression-1-6-16v/19-20/1077057,Radião Motos,"Av. das Bandeiras, 213 - Vila Carvalho - Campo Grande / MS"
6103,Logan Life 1.0 12v,19/20,Prata,Flex,53.000 Km,"R$ 48.900,00",https://www.shopcar.com.br/veiculos/renault/logan-life-1-0-12v/19-20/1089404,Nação Chevrolet,"Av. Cel. Antonino, 1568 - Coronel Antonino - Campo Grande / MS"
6104,Onix Joy 1.0,19/19,Vermelha,Flex,13.200 Km,"R$ 48.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/onix-joy-1-0/19-19/1066701,Dois Irmãos Automóveis,"Rua Rachid Neder, 401 - Monte Castelo - Campo Grande / MS"
6105,Onix Joy 1.0,19/19,Preta,Flex,41.608 Km,"R$ 48.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/onix-joy-1-0/19-19/1090282,K Motors CG,"Av. Salgado Filho, 2593 - Amambaí - Campo Grande / MS"
6106,Onix Joy 1.0,19/19,Cinza,Flex,41.610 Km,"R$ 48.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/onix-joy-1-0/19-19/1090287,Rei Motors,"Rua Jacuí, 91 - Vila Ipiranga - Campo Grande / MS"
6107,Onix Joy 1.0,18/19,Vermelha,Flex,74.000 Km,"R$ 48.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/onix-joy-1-0/18-19/1079036,Kampai,"Av. Joaquim Murtinho, 2525 - Chacara Cachoeira - Campo Grande / MS"
6108,Onix LT 1.0,19/19,Branca,Flex,Não disponível,"R$ 48.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/onix-lt-1-0/19-19/1077200,Alfa Motors,"Av. Marcelino Pires, 4650 - Centro - Dourados / MS"
6109,Onix LTZ 1.4 A/T,16/17,Cinza,Flex,68.900 Km,"R$ 48.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/onix-ltz-1-4/16-17/1080547,JE Veículos,"Av. Souto Maior, 544 - Jardim Tijuca - Campo Grande / MS"
6110,Palio Weekend Adventure 1.8 16v Dualogic,16/16,Cinza,Flex,51.000 Km,"R$ 48.900,00",https://www.shopcar.com.br/veiculos/fiat/palio-weekend-adventure-1-8-16v-dualogic/16-16/1084740,Federal Car,"Av. Bandeirantes, 2236 - Nova Bandeirantes - Campo Grande / MS"
6111,Prisma Joy 1.0,19/19,Prata,Flex,Não disponível,"R$ 48.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/prisma-joy-1-0/19-19/1073446,Podium Veículos Loja 2,"Av. Manoel da Costa Lima, 301 - Vila Ipiranga - Campo Grande / MS"
6112,S10 Executive 2.8TD 4X4 C.D.,03/03,Bordo,Diesel,353.223 Km,"R$ 48.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/s10-executive-2-8td-4x4-c-d/03-03/1078935,Sua Oferta,"Rua Valdomiro de Souza, S/Nº - Vila Industrial - Dourados / MS"
6113,Sandero Expression 1.0 12v,19/20,Branca,Flex,39.739 Km,"R$ 48.900,00",https://www.shopcar.com.br/veiculos/renault/sandero-expression-1-0-12v/19-20/1062232,Clodoaldo Veículos,"Av. Rosario Gongro, 1451 - Colinos - Três Lagoas / MS"
6114,Saveiro Cross 1.6 16v C.E.,13/14,Branca,Gasolina,91.000 Km,"R$ 48.900,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/saveiro-cross-1-6-16v-c-e/13-14/1088284,Fashion Car,"Rua Antônio de Souza Marcondes, 2879 - BNH - Maracaju / MS"
6115,Saveiro Cross 1.6 C.E.,13/14,Branca,Flex,Não disponível,"R$ 48.900,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/saveiro-cross-1-6-c-e/13-14/1078140,Shalom Veículos,"Av. Coronel Antonino, 25 - Vila Gomes - Campo Grande / MS"
6116,Strada Adventure 1.6 16v C.E.,13/14,Branca,Flex,135.000 Km,"R$ 48.900,00",https://www.shopcar.com.br/veiculos/fiat/strada-adventure-1-6-16v-c-e/13-14/1090000,Acácia Veículos,"Rua João Pedro de Souza, 260 - Monte Líbano - Campo Grande / MS"
6117,Strada Adventure 1.8 16v C.E. Dualogic A/T,14/15,Branca,Flex,114.500 Km,"R$ 48.900,00",https://www.shopcar.com.br/veiculos/fiat/strada-adventure-1-8-16v-c-e-dualogic/14-15/1087484,JP Automóveis,"Av. Bandeirantes, 2011 - Taquarussu - Campo Grande / MS"
6118,Voyage 1.6,18/19,Prata,Flex,65.000 Km,"R$ 48.900,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/voyage-1-6/18-19/1089498,Sanauto Automóveis,"Rua Ceára, 1206 - Jardim dos Estados - Campo Grande / MS"
6119,Voyage Comfortline 1.6,17/18,Prata,Flex,54.152 Km,"R$ 48.900,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/voyage-comfortline-1-6/17-18/1072719,Revolução Automóveis,"Rua Brilhante, 1925 - Nova Bandeirante - Campo Grande / MS"
6120,Voyage Comfortline 1.6,17/18,Prata,Flex,100.735 Km,"R$ 48.900,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/voyage-comfortline-1-6/17-18/1060182,Premium Motors,"Rua João Pedro de Souza,73 - Jardim Monte Líbano - Campo Grande / MS"
6121,Voyage Comfortline 1.6,16/17,Cinza,Flex,80.000 Km,"R$ 48.900,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/voyage-comfortline-1-6/16-17/1082165,Narauto Veículos,"Av. Bandeirantes, 586 - Centro - Campo Grande / MS"
6122,Civic LXS 1.8 16v A/T,12/13,Preta,Flex,123.000 Km,"R$ 48.990,00",https://www.shopcar.com.br/veiculos/honda/civic-lxs-1-8-16v/12-13/1082679,Djalma Ribeiro Pinheiro ,Campo Grande - MS
6123,Cobalt LTZ 1.8 A/T,15/16,Vinho,Flex,93.000 Km,"R$ 48.990,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/cobalt-ltz-1-8/15-16/1089898,CR Motors,"Rua Joaquim Murtinho, 1872 - Itanhangá Park - Campo Grande / MS"
6124,Corolla GLi 1.8 16v A/T,10/11,Prata,Flex,158.000 Km,"R$ 48.990,00",https://www.shopcar.com.br/veiculos/toyota/corolla-gli-1-8-16v/10-11/1075429,Auto Car Veículos,"Av. Bandeirantes, 1383 - Vila Bandeirantes - Campo Grande / MS"
6125,Corolla SE-G 1.8 16v,08/09,Cinza,Flex,146.000 Km,"R$ 48.990,00",https://www.shopcar.com.br/veiculos/toyota/corolla-se-g-1-8-16v/08-09/1076812,Couto Car Comércio de Veículos,"Av. Weimar Gonçalves Torres, 3076 - Centro - Dourados / MS"
6126,EcoSport Freestyle 1.6 16v,14/14,Branca,Flex,75.000 Km,"R$ 48.990,00",https://www.shopcar.com.br/veiculos/ford/ecosport-freestyle-1-6-16v/14-14/1055895,Auto Novo Veículos,"Av. Weimar Gonçalves Torres, 3715 - Jardim Caramuru - Dourados / MS"
6127,Joy 1.0,19/20,Prata,Flex,26.000 Km,"R$ 48.990,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/joy-1-0/19-20/1071593,Alfa Motors,"Av. Marcelino Pires, 4650 - Centro - Dourados / MS"
6128,Onix LT 1.0,19/19,Vermelha,Flex,39.000 Km,"R$ 48.990,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/onix-lt-1-0/19-19/1072385,S.I Motors,"Av. Rita Vieira de Andrade, 1456 - Rita Vieira - Campo Grande / MS"
6129,Onix LT 1.0,19/19,Branca,Flex,52.000 Km,"R$ 48.990,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/onix-lt-1-0/19-19/1078839,Teca Automóveis,"Rua 13 de Maio, 3843 - Centro - Campo Grande / MS"
6130,Onix LT 1.0,19/19,Cinza,Flex,26.000 Km,"R$ 48.990,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/onix-lt-1-0/19-19/1077490,Alfa Motors,"Av. Marcelino Pires, 4650 - Centro - Dourados / MS"
6131,Onix LT 1.4,17/17,Cinza,Flex,39.400 Km,"R$ 48.990,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/onix-lt-1-4/17-17/1079208,Auto Novo Veículos,"Av. Weimar Gonçalves Torres, 3715 - Jardim Caramuru - Dourados / MS"
6132,Prisma Joy 1.0,19/19,Cinza,Flex,Não disponível,"R$ 48.990,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/prisma-joy-1-0/19-19/1063079,Davi Automóveis,"Av. Bandeirantes, 338 - Amambai - Campo Grande / MS"
6133,Prisma Joy 1.0,19/19,Prata,Flex,43.000 Km,"R$ 48.990,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/prisma-joy-1-0/19-19/1060337,Davi Automóveis,"Av. Bandeirantes, 338 - Amambai - Campo Grande / MS"
6134,Prisma LTZ 1.4,16/16,Branca,Flex,Não disponível,"R$ 48.990,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/prisma-ltz-1-4/16-16/1084506,Ipiranga Automóveis,"Rua Sertãozinho, 78 - Vila Ipiranga - Campo Grande / MS"
6135,Santa Fe GLS 3.5 V6 24v A/T,10/11,Preta,Gasolina,119.454 Km,"R$ 48.990,00",https://www.shopcar.com.br/veiculos/hyundai/santa-fe-gls-3-5-v6-24v/10-11/1083936,Teca Automóveis,"Rua 13 de Maio, 3843 - Centro - Campo Grande / MS"
6136,Saveiro Robust 1.6 C.S.,17/18,Branca,Flex,Não disponível,"R$ 48.990,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/saveiro-robust-1-6-c-s/17-18/1074285,Bertotto Veículos,"Av. Weimar Goncalves Torres, 4799 - Jardim Caramuru - Dourados / MS"
6137,Strada Hard Working 1.4 C.E.,16/16,Branca,Flex,Não disponível,"R$ 48.990,00",https://www.shopcar.com.br/veiculos/fiat/strada-hard-working-1-4-c-e/16-16/1083669,Bertotto Veículos,"Av. Weimar Goncalves Torres, 4799 - Jardim Caramuru - Dourados / MS"
6138,Strada Hard Working 1.4 C.S.,17/18,Prata,Flex,75.000 Km,"R$ 48.990,00",https://www.shopcar.com.br/veiculos/fiat/strada-hard-working-1-4-c-s/17-18/1077353,Giga Veículos,"Av. Weimar Gonçalves Torres, 2989 - Centro - Dourados / MS"
6139,Journey R/T 3.6 V6 24v A/T,12/12,Prata,Gasolina,172.000 Km,"R$ 48.999,00",https://www.shopcar.com.br/veiculos/dodge/journey-r-t-3-6-v6-24v/12-12/1083146,Black Motors,"Rua Cabral, 1121 - Centro - Corumbá / MS"
