,Modelo,Ano,Cor, Combustível,KM,Preco,Link,Vendedor,Cidade
1715,C3 Hatch GLX 1.4,11/12,Branca,Flex,87.000 Km,"R$ 18.500,00",https://www.shopcar.com.br/veiculos/citro-n/c3-hatch-glx-1-4/11-12/1086018,Sandra Dias Brito,Campo Grande - MS
1716,C3 Hatch XTR 1.6 16v,07/08,Vermelha,Flex,82.000 Km,"R$ 18.500,00",https://www.shopcar.com.br/veiculos/citro-n/c3-hatch-xtr-1-6-16v/07-08/1075348,Grancar Veículos,"Av. Bandeirantes, 2313 - Guanandi - Campo Grande / MS"
1717,Celta LS 1.0 2p.,11/12,Branca,Flex,132.506 Km,"R$ 18.500,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/celta-ls-1-0-2p/11-12/1090390,Guanandi Veículos,"Av. Gunter Hans, 2129 - Guanandi - Campo Grande / MS"
1718,Civic LX 1.6 16v A/T,99/00,Prata,Gasolina,Não disponível,"R$ 18.500,00",https://www.shopcar.com.br/veiculos/honda/civic-lx-1-6-16v/99-00/1077279,MG Automóveis,"Rua. Coronel Ponciano De Mattos Pereira, 2720 - Vila industrial - Dourados / MS"
1719,Clio Hatch 1.0 16v 4p.,11/12,Branca,Flex,124.500 Km,"R$ 18.500,00",https://www.shopcar.com.br/veiculos/renault/clio-hatch-1-0-16v-4p/11-12/1075992,Império Veículos,"Av. Bandeirantes, 2689 - Vila Bandeirante - Campo Grande / MS"
1720,Corsa Sedan Classic Life 1.0,09/10,Branca,Flex,140.000 Km,"R$ 18.500,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/corsa-sedan-classic-life-1-0/09-10/1073174,Potencia Veículos,"Rua Hayel Bon Faker, 730 - Jardim Água Boa - Dourados / MS"
1721,Corsa Sedan Premium 1.4,08/09,Branca,Flex,Não disponível,"R$ 18.500,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/corsa-sedan-premium-1-4/08-09/1041141,RL Veículos,"Av. Pres. Ernesto Geisel, 5701 - Cabreúva - Campo Grande / MS"
1722,Courier L 1.6,11/12,Branca,Flex,Não disponível,"R$ 18.500,00",https://www.shopcar.com.br/veiculos/ford/courier-l-1-6/11-12/1028189,Alan Veículos,"Av. Hayel Bon Faker, 955 - Jardim Água Boa - Dourados / MS"
1723,EcoSport XL 1.6,04/04,Prata,Flex,Não disponível,"R$ 18.500,00",https://www.shopcar.com.br/veiculos/ford/ecosport-xl-1-6/04-04/1058686,MG Automóveis,"Rua. Coronel Ponciano De Mattos Pereira, 2720 - Vila industrial - Dourados / MS"
1724,Fit LX 1.4,04/04,Cinza,Gasolina,Não disponível,"R$ 18.500,00",https://www.shopcar.com.br/veiculos/honda/fit-lx-1-4/04-04/1068519,Alan Veículos,"Av. Hayel Bon Faker, 955 - Jardim Água Boa - Dourados / MS"
1725,Fit LX 1.4 16v,04/05,Prata,Flex,125.000 Km,"R$ 18.500,00",https://www.shopcar.com.br/veiculos/honda/fit-lx-1-4-16v/04-05/1077275,MG Automóveis,"Rua. Coronel Ponciano De Mattos Pereira, 2720 - Vila industrial - Dourados / MS"
1726,Gol 1.0 4p.,07/07,Preta,Flex,201.000 Km,"R$ 18.500,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/gol-1-0-4p/07-07/1081900,MP Automóveis,"Rua Cachara, 25 - Alto da Boa Vista - Campo Grande / MS"
1727,Gol Trend 1.0 4p.,07/08,Preta,Flex,153.000 Km,"R$ 18.500,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/gol-trend-1-0-4p/07-08/1071778,2A Veículos,"Av. Irineu de Souza Araújo, 1810 - Centro - Nova Alvorada do Sul / MS"
1728,Logan Expression 1.0 16v,07/08,Preta,Flex,Não disponível,"R$ 18.500,00",https://www.shopcar.com.br/veiculos/renault/logan-expression-1-0-16v/07-08/1071437,Dourados Automóveis,"Av. Weimar Gonçalves Torres, 2976 - Centro - Dourados / MS"
1729,Meriva Maxx 1.8,06/06,Prata,Flex,180.000 Km,"R$ 18.500,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/meriva-maxx-1-8/06-06/1084594,Miguel Alexandre Costa,Campo Grande - MS
1730,Palio 1.0 Fire 4p.,07/07,Preta,Flex,160.000 Km,"R$ 18.500,00",https://www.shopcar.com.br/veiculos/fiat/palio-1-0-fire-4p/07-07/1088986,Duarte Automóveis,"Rua Dr. Paulo Machado, 383 - Jardim dos Estados - Campo Grande / MS"
1731,SpaceFox Plus 1.6,06/07,Preta,Flex,Não disponível,"R$ 18.500,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/spacefox-plus-1-6/06-07/1059703,Nova Era Veículos II,"Av. Hayel Bon Faker, 433 - Jardim Raslem - Dourados / MS"
1732,Symbol Expression 1.6,09/10,Prata,Flex,103.963 Km,"R$ 18.500,00",https://www.shopcar.com.br/veiculos/renault/symbol-expression-1-6/09-10/1085600,Vision Automóveis,"Av. Coronel Antonino, 995 - Coronel Antonino - Campo Grande / MS"
1733,Uno Mille 1.0 Fire 4p.,08/08,Branca,Flex,253.446 Km,"R$ 18.500,00",https://www.shopcar.com.br/veiculos/fiat/uno-mille-1-0-fire-4p/08-08/1072610,Auto Car Multimarcas,"Rua Dinamarca, 52 - Centro - Naviraí / MS"
1734,Uno Mille Economy 1.0 Fire 2p.,11/12,Branca,Flex,131.243 Km,"R$ 18.500,00",https://www.shopcar.com.br/veiculos/fiat/uno-mille-economy-1-0-fire-2p/11-12/1043534,Lokal Veículos,"Av. Ernesto Geisel, 3417 - Amambaí - Campo Grande / MS"
1735,Uno Vivace 1.0 2p.,12/12,Prata,Flex,156.000 Km,"R$ 18.500,00",https://www.shopcar.com.br/veiculos/fiat/uno-vivace-1-0-2p/12-12/1038001,Edson Batista Soranhi,São Paulo - SP
1736,Variant 1600,71/71,Verde,Gasolina,Não disponível,"R$ 18.500,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/variant-1600/71-71/981953,69 Autos,"Rua Ediberto Celestino de Oliveira, 2125 - Jardim Caramuru - Dourados / MS"
1737,Xsara Picasso Exclusive 2.0 16v A/T,07/08,Prata,Gasolina,150.000 Km,"R$ 18.500,00",https://www.shopcar.com.br/veiculos/citro-n/xsara-picasso-exclusive-2-0-16v/07-08/1072305,Folle Veículos,"Rodovia MS 156 Amambaí/Caarapó, lote 52 - Zona Rural - Amambaí / MS"
1738,Xsara Picasso GLX 1.6 16v,08/08,Preta,Flex,156.000 Km,"R$ 18.500,00",https://www.shopcar.com.br/veiculos/citro-n/xsara-picasso-glx-1-6-16v/08-08/951671,Monte Carlo Veículos,"Rua Ediberto Celestino de Oliveira, 1870 - Centro - Dourados / MS"
1739,Clio Sedan Privilège 1.6 16v,07/08,Prata,Flex,Não disponível,"R$ 18.800,00",https://www.shopcar.com.br/veiculos/renault/clio-sedan-privil-ge-1-6-16v/07-08/1018320,Simone Automóveis,"Av. Bandeirantes, 1855 - Bandeirantes - Campo Grande / MS"
1740,Corsa Sedan Classic Life 1.0,09/09,Prata,Flex,Não disponível,"R$ 18.800,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/corsa-sedan-classic-life-1-0/09-09/1067782,Simone Automóveis,"Av. Bandeirantes, 1855 - Bandeirantes - Campo Grande / MS"
1741,Fox 1.0 4p.,06/07,Prata,Flex,Não disponível,"R$ 18.800,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/fox-1-0-4p/06-07/1051948,Simone Automóveis,"Av. Bandeirantes, 1855 - Bandeirantes - Campo Grande / MS"
1742,Palio Weekend Adventure 1.6,04/05,Prata,Flex,198.000 Km,"R$ 18.800,00",https://www.shopcar.com.br/veiculos/fiat/palio-weekend-adventure-1-6/04-05/1089946,Santana Veículos,"Av. Duque de Caxias, 5012 - Vila Eliane - Campo Grande / MS"
1743,Prisma Joy 1.4,08/08,Prata,Flex,Não disponível,"R$ 18.800,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/prisma-joy-1-4/08-08/1089705,Vincar Automóveis,"Av. Bandeirantes, 2295 - Nova Bandeirantes - Campo Grande / MS"
1744,Uno Mille Economy 1.0 Fire 4p.,09/10,Branca,Flex,Não disponível,"R$ 18.800,00",https://www.shopcar.com.br/veiculos/fiat/uno-mille-economy-1-0-fire-4p/09-10/1071069,Acácia Veículos,"Rua João Pedro de Souza, 260 - Monte Líbano - Campo Grande / MS"
1745,207 Passion XS 1.6 16v A/T,10/11,Cinza,Flex,113.000 Km,"R$ 18.900,00",https://www.shopcar.com.br/veiculos/peugeot/207-passion-xs-1-6-16v/10-11/1087782,JP Automóveis,"Av. Bandeirantes, 2011 - Taquarussu - Campo Grande / MS"
1746,207 XR 1.4 2p.,11/12,Prata,Flex,109.000 Km,"R$ 18.900,00",https://www.shopcar.com.br/veiculos/peugeot/207-xr-1-4-2p/11-12/946562,Mclaren Automóveis,"Av. Bandeirantes, 1246 - Vila Bandeirante - Campo Grande / MS"
1747,Astra Hatch 2.0 4p.,03/03,Azul,Gasolina,Não disponível,"R$ 18.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/astra-hatch-2-0-4p/03-03/1068573,Bandi Car Veículos,"Av. Bandeirantes, 1878 - Taquarussu - Campo Grande / MS"
1748,Astra Hatch Advantage 2.0 2p.,07/07,Preta,Flex,Não disponível,"R$ 18.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/astra-hatch-advantage-2-0-2p/07-07/1060002,Giga Veículos,"Av. Weimar Gonçalves Torres, 2989 - Centro - Dourados / MS"
1749,Astra Hatch Elegance 2.0 4p.,04/05,Preta,Flex,355.610 Km,"R$ 18.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/astra-hatch-elegance-2-0-4p/04-05/1050403,Dig Automóveis,"Av. Dorvalino dos Santos, 400 - Centro - Sidrolândia / MS"
1750,Blazer Std. 2.4,01/01,Preta,Gasolina,Não disponível,"R$ 18.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/blazer-std-2-4/01-01/1074963,Trock Car Veículos,"Av. Marcelino Pires, 4660 - Vila Industrial - Dourados / MS"
1751,C3 Hatch Exclusive 1.4,09/10,Preta,Flex,118.200 Km,"R$ 18.900,00",https://www.shopcar.com.br/veiculos/citro-n/c3-hatch-exclusive-1-4/09-10/1088200,3DB Multimarcas,"Av. Pres. Ernesto Geisel, 5404 - Centro - Campo Grande / MS"
1752,C3 Hatch Exclusive 1.4,09/10,Prata,Flex,102.107 Km,"R$ 18.900,00",https://www.shopcar.com.br/veiculos/citro-n/c3-hatch-exclusive-1-4/09-10/1087188,3DB Multimarcas,"Av. Pres. Ernesto Geisel, 5404 - Centro - Campo Grande / MS"
1753,Celta Life 1.0 4p.,09/10,Prata,Flex,Não disponível,"R$ 18.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/celta-life-1-0-4p/09-10/1062247,Confiança Veículos,"Rua Sete de Setembro, 1347  - Centro - Campo Grande / MS"
1754,Celta Life 1.0 4p.,08/08,Vermelha,Flex,103.000 Km,"R$ 18.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/celta-life-1-0-4p/08-08/1087308,Gabriel Veículos,"Rua Monte Castelo, 1690 - Jardim São Pedro - Dourados / MS"
1755,Celta LS 1.0 2p.,12/13,Preta,Flex,Não disponível,"R$ 18.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/celta-ls-1-0-2p/12-13/1064945,Castelo Automóveis,"Av. Bandeirantes, 1949 - Vila Jacy - Campo Grande / MS"
1756,Celta LS 1.0 4p.,12/12,Vermelha,Flex,Não disponível,"R$ 18.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/celta-ls-1-0-4p/12-12/1059423,Seminovos Multimarcas,Av. Júlio de Castilho 1401 - Vila Espanhola - Campo Grande / MS
1757,Civic LX 1.7 16v A/T,02/02,Preta,Gasolina,Não disponível,"R$ 18.900,00",https://www.shopcar.com.br/veiculos/honda/civic-lx-1-7-16v/02-02/1085328,Santa Fé Veículos,"Av. Bandeirantes, 2719 - Vila Jacy - Campo Grande / MS"
1758,Corolla XLi 1.6 16v,02/03,Verde,Gasolina,285.440 Km,"R$ 18.900,00",https://www.shopcar.com.br/veiculos/toyota/corolla-xli-1-6-16v/02-03/1080535,Mclaren Automóveis,"Av. Bandeirantes, 1246 - Vila Bandeirante - Campo Grande / MS"
1759,Corsa Hatch Joy 1.0 4p.,05/05,Prata,Flex,Não disponível,"R$ 18.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/corsa-hatch-joy-1-0-4p/05-05/1080331,Auto Flex Veículos,"Av. Weimar G. Torres, 3192 - Centro - Dourados / MS"
1760,Corsa Hatch Maxx 1.0 4p.,06/07,Cinza,Flex,151.000 Km,"R$ 18.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/corsa-hatch-maxx-1-0-4p/06-07/1089245,BM Motors,"Avenida Presidente Ernesto Geisel, 6103 - Cabreuva - Campo Grande / MS"
1761,Corsa Sedan Classic LS 1.0,10/11,Vermelha,Flex,Não disponível,"R$ 18.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/corsa-sedan-classic-ls-1-0/10-11/1064789,Marvi Automóveis,"Av. Hayel Bon Faker, 901 - Jardim Água Boa - Dourados / MS"
1762,Doblo EX 1.3 16v,02/02,Branca,Gasolina,Não disponível,"R$ 18.900,00",https://www.shopcar.com.br/veiculos/fiat/doblo-ex-1-3-16v/02-02/1040091,Brasil Car,"Av. Ernesto Geisel, 5387 - Centro - Campo Grande / MS"
1763,EcoSport XLS 1.6,04/04,Vermelha,Gasolina,Não disponível,"R$ 18.900,00",https://www.shopcar.com.br/veiculos/ford/ecosport-xls-1-6/04-04/1080700,Black Motors,"Rua Cabral, 1121 - Centro - Corumbá / MS"
1764,Fiesta Hatch 1.0 4p.,10/11,Preta,Flex,141.000 Km,"R$ 18.900,00",https://www.shopcar.com.br/veiculos/ford/fiesta-hatch-1-0-4p/10-11/1057934,Vale Veículos,"Av. Fernando Correa da Costa, 2099 - Jardim Aclimação - Campo Grande / MS"
1765,Fiesta Hatch 1.0 4p.,09/09,Prata,Flex,Não disponível,"R$ 18.900,00",https://www.shopcar.com.br/veiculos/ford/fiesta-hatch-1-0-4p/09-09/1054762,Vip Veículos,"Rua Joaquim Murtinho, 2980 - Vila Almeida Lima - Campo Grande / MS"
1766,Focus Hatch GL 1.6,07/08,Cinza,Flex,Não disponível,"R$ 18.900,00",https://www.shopcar.com.br/veiculos/ford/focus-hatch-gl-1-6/07-08/1088423,Grancar Veículos,"Av. Bandeirantes, 2313 - Guanandi - Campo Grande / MS"
1767,Focus Sedan GLX 1.6,07/08,Preta,Flex,97.500 Km,"R$ 18.900,00",https://www.shopcar.com.br/veiculos/ford/focus-sedan-glx-1-6/07-08/1074279,MG Motors,"Av. Ernesto Geisel, 5507 - Amambaí - Campo Grande / MS"
1768,Fox 1.0 4p.,08/09,Cinza,Flex,Não disponível,"R$ 18.900,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/fox-1-0-4p/08-09/1079619,Santa Fé Veículos,"Av. Bandeirantes, 2719 - Vila Jacy - Campo Grande / MS"
1769,Fox 1.0 4p.,07/08,Prata,Flex,Não disponível,"R$ 18.900,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/fox-1-0-4p/07-08/1082920,Nininha Veículos,"Rua Marechal Deodoro da Fonseca, 112 - Centro - Miranda / MS"
1770,Fox Plus 1.6 4p.,04/04,Prata,Gasolina,223.000 Km,"R$ 18.900,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/fox-plus-1-6-4p/04-04/1078086,Domenico Motors,"Av. Rodolfo José Pinho, 539 - Jardim São Bento - Campo Grande / MS"
1771,Gol 1.0 2p.,12/13,Branca,Flex,Não disponível,"R$ 18.900,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/gol-1-0-2p/12-13/1090186,DL Car,"Av. Bandeirantes, 2081 - Nova Bandeirantes - Campo Grande / MS"
1772,Gol 1.0 4p.,11/11,Prata,Flex,Não disponível,"R$ 18.900,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/gol-1-0-4p/11-11/1078890,Marvi Automóveis,"Av. Hayel Bon Faker, 901 - Jardim Água Boa - Dourados / MS"
1773,Gol 1.0 4p.,10/10,Preta,Flex,Não disponível,"R$ 18.900,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/gol-1-0-4p/10-10/1086996,Via Premium Motors,"Weimar Gonçalves Torres, 5155 - Jardim Guanabara - Dourados / MS"
1774,Gol 1.0 4p.,08/09,Branca,Flex,Não disponível,"R$ 18.900,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/gol-1-0-4p/08-09/1086886,Alan Veículos,"Av. Hayel Bon Faker, 955 - Jardim Água Boa - Dourados / MS"
1775,Gol 1.0 4p.,08/08,Preta,Flex,Não disponível,"R$ 18.900,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/gol-1-0-4p/08-08/1087092,V6 Automóveis,"Av. Joaquim Teixeira Alves, 2848 - Centro - Dourados / MS"
1776,Gol Trend 1.0 4p.,12/13,Vermelha,Flex,98.000 Km,"R$ 18.900,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/gol-trend-1-0-4p/12-13/1087357,Gabriel Veículos,"Rua Monte Castelo, 1690 - Jardim São Pedro - Dourados / MS"
1777,Gol Trend 1.0 4p.,08/09,Prata,Flex,Não disponível,"R$ 18.900,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/gol-trend-1-0-4p/08-09/1088600,Seicar Veículos,"Av. Bandeirantes, 2878 - Nova Bandeirantes - Campo Grande / MS"
1778,Golf 1.6,95/95,Azul,Gasolina,Não disponível,"R$ 18.900,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/golf-1-6/95-95/1007080,Centro Car Veículos,"Av. Coronel Ponciano, 2500 - Vila Industrial - Dourados / MS"
1779,Ka 1.0,12/12,Branca,Flex,Não disponível,"R$ 18.900,00",https://www.shopcar.com.br/veiculos/ford/ka-1-0/12-12/1055344,Estrela Automóveis,"Av. Bandeirantes, 1758 - Nova Bandeirantes - Campo Grande / MS"
1780,Ka 1.0,11/12,Prata,Flex,70.000 Km,"R$ 18.900,00",https://www.shopcar.com.br/veiculos/ford/ka-1-0/11-12/1088612,Zonta Veículos,"Av. Filinto Muller, 815 - Centro - Três Lagoas / MS"
1781,Ka 1.0,11/12,Prata,Flex,115.000 Km,"R$ 18.900,00",https://www.shopcar.com.br/veiculos/ford/ka-1-0/11-12/1057177,3DB Multimarcas,"Av. Pres. Ernesto Geisel, 5404 - Centro - Campo Grande / MS"
1782,Ka 1.0,11/12,Vermelha,Flex,116.000 Km,"R$ 18.900,00",https://www.shopcar.com.br/veiculos/ford/ka-1-0/11-12/1078229,Waltinho Automóveis,"Av. Ceará, 1134 - Vila Santo Gomes - Campo Grande / MS"
1783,Ka 1.0,11/11,Prata,Flex,Não disponível,"R$ 18.900,00",https://www.shopcar.com.br/veiculos/ford/ka-1-0/11-11/1089735,Hélio Car Veículos,"Av. Bandeirantes, 1743 - Taquarussú - Campo Grande / MS"
1784,Ka 1.0,10/11,Preta,Flex,98.000 Km,"R$ 18.900,00",https://www.shopcar.com.br/veiculos/ford/ka-1-0/10-11/1088179,MP Automóveis,"Rua Cachara, 25 - Alto da Boa Vista - Campo Grande / MS"
1785,Ka 1.0,09/10,Prata,Flex,Não disponível,"R$ 18.900,00",https://www.shopcar.com.br/veiculos/ford/ka-1-0/09-10/1056968,Nova Era Veículos,"Av. Hayel Bon Faker, 1695 - Centro - Dourados / MS"
1786,Ka 1.0,08/09,Preta,Flex,Não disponível,"R$ 18.900,00",https://www.shopcar.com.br/veiculos/ford/ka-1-0/08-09/1084725,Seminovos Multimarcas,Av. Júlio de Castilho 1401 - Vila Espanhola - Campo Grande / MS
1787,Ka 1.0,08/09,Prata,Flex,170.000 Km,"R$ 18.900,00",https://www.shopcar.com.br/veiculos/ford/ka-1-0/08-09/1087353,Gabriel Veículos,"Rua Monte Castelo, 1690 - Jardim São Pedro - Dourados / MS"
1788,Logan Authentique 1.6,08/08,Prata,Flex,112.300 Km,"R$ 18.900,00",https://www.shopcar.com.br/veiculos/renault/logan-authentique-1-6/08-08/1089155,3DB Multimarcas,"Av. Pres. Ernesto Geisel, 5404 - Centro - Campo Grande / MS"
1789,Logan Expression 1.0 16v,09/09,Prata,Gasolina,Não disponível,"R$ 18.900,00",https://www.shopcar.com.br/veiculos/renault/logan-expression-1-0-16v/09-09/1090271,Gold Car,"Rua Brilhante, 2173 - Vila bandeirantes - Campo Grande / MS"
1790,Logan Expression 1.0 16v,08/08,Bordo,Flex,Não disponível,"R$ 18.900,00",https://www.shopcar.com.br/veiculos/renault/logan-expression-1-0-16v/08-08/1072345,Alternativa Veículos,"Av. Bandeirantes, 1663 - Taquarussu - Campo Grande / MS"
1791,Logan Expression 1.0 16v,07/08,Cinza,Flex,63.690 Km,"R$ 18.900,00",https://www.shopcar.com.br/veiculos/renault/logan-expression-1-0-16v/07-08/1075765,3DB Multimarcas,"Av. Pres. Ernesto Geisel, 5404 - Centro - Campo Grande / MS"
1792,Meriva Maxx 1.8,06/06,Prata,Flex,Não disponível,"R$ 18.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/meriva-maxx-1-8/06-06/1087368,Gran Car Veículos,"Av. Hayel Bon Faker, 2400 - Centro - Dourados / MS"
1793,Palio 1.0 Fire 4p.,10/11,Preta,Flex,32.000 Km,"R$ 18.900,00",https://www.shopcar.com.br/veiculos/fiat/palio-1-0-fire-4p/10-11/1071857,Saul Tranches,Dourados - MS
1794,Palio Attractive 1.0 4p.,14/15,Branca,Flex,Não disponível,"R$ 18.900,00",https://www.shopcar.com.br/veiculos/fiat/palio-attractive-1-0-4p/14-15/1089493,D2 Automóveis,"Av. Manoel da Costa Lima, 2251 - Piratininga - Campo Grande / MS"
1795,Palio Celebration 1.0 4p.,06/07,Cinza,Flex,185.000 Km,"R$ 18.900,00",https://www.shopcar.com.br/veiculos/fiat/palio-celebration-1-0-4p/06-07/1087594,Libório & Gerson Automóveis,"Av. Weimar G. Torres, 2478 - Centro - Dourados / MS"
1796,Palio Weekend Adventure 1.8,06/07,Preta,Flex,150.000 Km,"R$ 18.900,00",https://www.shopcar.com.br/veiculos/fiat/palio-weekend-adventure-1-8/06-07/1084174,Grancar Veículos,"Av. Bandeirantes, 2313 - Guanandi - Campo Grande / MS"
1797,Prisma Joy 1.0,09/10,Prata,Flex,Não disponível,"R$ 18.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/prisma-joy-1-0/09-10/1035965,Dig Automóveis,"Av. Dorvalino dos Santos, 400 - Centro - Sidrolândia / MS"
1798,Sandero Authentique 1.0 16v,08/09,Branca,Flex,138.000 Km,"R$ 18.900,00",https://www.shopcar.com.br/veiculos/renault/sandero-authentique-1-0-16v/08-09/1079877,W-Car Veículos,"Av. Weimar Gonçalves Torres, 3790 - Jardim Caramuru - Dourados / MS"
1799,Sandero Privilège 1.6,08/09,Prata,Gasolina,156.000 Km,"R$ 18.900,00",https://www.shopcar.com.br/veiculos/renault/sandero-privil-ge-1-6/08-09/1063259,Renove Veículos,"Rua Joaquim Murtinho, 2080 - Itanhangá Park - Campo Grande / MS"
1800,Scenic Expression 1.6 16v A/T,07/08,Prata,Gasolina,165.514 Km,"R$ 18.900,00",https://www.shopcar.com.br/veiculos/renault/scenic-expression-1-6-16v/07-08/1045716,Lokal Veículos,"Av. Ernesto Geisel, 3417 - Amambaí - Campo Grande / MS"
1801,Siena Celebration 1.0,07/08,Branca,Flex,Não disponível,"R$ 18.900,00",https://www.shopcar.com.br/veiculos/fiat/siena-celebration-1-0/07-08/1067059,Nova Era Veículos II,"Av. Hayel Bon Faker, 433 - Jardim Raslem - Dourados / MS"
1802,Siena Celebration 1.0,06/07,Prata,Flex,Não disponível,"R$ 18.900,00",https://www.shopcar.com.br/veiculos/fiat/siena-celebration-1-0/06-07/1080352,Auto Flex Veículos,"Av. Weimar G. Torres, 3192 - Centro - Dourados / MS"
1803,Symbol Expression 1.6,10/11,Preta,Flex,Não disponível,"R$ 18.900,00",https://www.shopcar.com.br/veiculos/renault/symbol-expression-1-6/10-11/1061116,JP Automóveis,"Av. Bandeirantes, 2011 - Taquarussu - Campo Grande / MS"
1804,Uno Mille 1.0 Fire 2p.,10/11,Prata,Flex,Não disponível,"R$ 18.900,00",https://www.shopcar.com.br/veiculos/fiat/uno-mille-1-0-fire-2p/10-11/1087870,NJ Veículos,"Av. Getúlio Vargas, 222 - Centro - São Gabriel do Oeste / MS"
1805,Uno Mille Economy 1.0 Fire 2p.,12/12,Vermelha,Flex,Não disponível,"R$ 18.900,00",https://www.shopcar.com.br/veiculos/fiat/uno-mille-economy-1-0-fire-2p/12-12/1077431,JRC Motors,"R. Kamiei Simabuco, 48 - Vila Margarida - Campo Grande / MS"
1806,Uno Mille Economy 1.0 Fire 2p.,12/12,Vermelha,Flex,Não disponível,"R$ 18.900,00",https://www.shopcar.com.br/veiculos/fiat/uno-mille-economy-1-0-fire-2p/12-12/1077431,JRC Motors,"R. Kamiei Simabuco, 48 - Vila Margarida - Campo Grande / MS"
1807,Uno Mille Economy 1.0 Fire 2p.,12/12,Vermelha,Flex,112.500 Km,"R$ 18.900,00",https://www.shopcar.com.br/veiculos/fiat/uno-mille-economy-1-0-fire-2p/12-12/1086968,V4 Veículos Matriz,"Av. Fabio Zahran, 7279 - Jd. America  - Campo Grande / MS"
1808,Uno Mille Economy 1.0 Fire 2p.,11/12,Branca,Flex,Não disponível,"R$ 18.900,00",https://www.shopcar.com.br/veiculos/fiat/uno-mille-economy-1-0-fire-2p/11-12/1084310,BF Automóveis,"Rua Spipe Calarge, 350 - Jd. Tv Morena - Campo Grande / MS"
1809,Uno Mille Economy Way 1.0 Fire 4p.,12/13,Branca,Flex,82.000 Km,"R$ 18.900,00",https://www.shopcar.com.br/veiculos/fiat/uno-mille-economy-way-1-0-fire-4p/12-13/1088084,OMK Motors,"Rua Geraldo vasques, 37 - Itanhangá Park - Campo Grande / MS"
1810,Uno Mille Furgão 1.3,10/10,Branca,Flex,Não disponível,"R$ 18.900,00",https://www.shopcar.com.br/veiculos/fiat/uno-mille-furg-o-1-3/10-10/1072328,Via Car,"Av Bandeirantes, 2991 - Vila Bandeirantes - Campo Grande / MS"
1811,Uno Mille Furgão 1.3 Fire,12/13,Branca,Flex,142.001 Km,"R$ 18.900,00",https://www.shopcar.com.br/veiculos/fiat/uno-mille-furg-o-1-3-fire/12-13/1052744,Tomitão Carros e Negócios,"Av. Ceará, 2678 - Vila Rica - Campo Grande / MS"
1812,C3 Hatch Exclusive 1.4,08/09,Preta,Flex,112.500 Km,"R$ 18.990,00",https://www.shopcar.com.br/veiculos/citro-n/c3-hatch-exclusive-1-4/08-09/1031254,Griff Car Veículos,"Av. Weimar Gonçalves Torres, 3235 - Centro - Dourados / MS"
