,Modelo,Ano,Cor, Combustível,KM,Preco,Link,Vendedor,Cidade
1614,Ka 1.0,10/11,Prata,Flex,Não disponível,"R$ 17.800,00",https://www.shopcar.com.br/veiculos/ford/ka-1-0/10-11/1082995,Automais Veículos,"Av. Tamandaré, 1294 - Vila Planalto - Campo Grande / MS"
1615,Ka 1.0,08/09,Vermelha,Flex,Não disponível,"R$ 17.800,00",https://www.shopcar.com.br/veiculos/ford/ka-1-0/08-09/1078493,Jolemar Veículos,"Av. Bandeirantes, 2822 - Nova Bandeirantes - Campo Grande / MS"
1616,Palio Celebration 1.0 4p.,07/08,Prata,Flex,139.000 Km,"R$ 17.800,00",https://www.shopcar.com.br/veiculos/fiat/palio-celebration-1-0-4p/07-08/1087333,RA Brasil Veículos,"Av. Calógeras, 583  - Vila Carvalho - Campo Grande / MS"
1617,Palio ELX 1.4 4p.,06/07,Vermelha,Flex,155.000 Km,"R$ 17.800,00",https://www.shopcar.com.br/veiculos/fiat/palio-elx-1-4-4p/06-07/1071545,Ted Automóveis,"Av. Nicolau Otano, 1427 - Centro - Amambaí / MS"
1618,SpaceFox 1.6,07/07,Prata,Flex,Não disponível,"R$ 17.800,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/spacefox-1-6/07-07/1045681,TR4 Veículos,"Av. Pres. Ernesto Geisel, 5323 - Centro - Campo Grande / MS"
1619,Uno Mille Celebration Way 1.0 Fire 4p.,09/09,Azul,Flex,96.000 Km,"R$ 17.800,00",https://www.shopcar.com.br/veiculos/fiat/uno-mille-celebration-way-1-0-fire-4p/09-09/1086049,Stopcar Veículos,"Av. Bandeirantes, 1858 - Vila Bandeirantes - Campo Grande / MS"
1620,Uno Mille Economy 1.0 Fire 2p.,12/12,Branca,Flex,112.000 Km,"R$ 17.800,00",https://www.shopcar.com.br/veiculos/fiat/uno-mille-economy-1-0-fire-2p/12-12/1085522,Auto Marcas,"Av. Bandeirantes, 1735 - Guanandi - Campo Grande / MS"
1621,Fiesta Hatch 1.0 4p.,07/08,Dourada,Flex,152.000 Km,"R$ 17.850,00",https://www.shopcar.com.br/veiculos/ford/fiesta-hatch-1-0-4p/07-08/1070120,Tradição Veículos,"Rua Joaquim Murtinho, 433 - Centro - Campo Grande / MS"
1622,Gol Trend 1.0 4p.,10/11,Preta,Flex,46.700 Km,"R$ 17.850,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/gol-trend-1-0-4p/10-11/976088,Tradição Veículos,"Rua Joaquim Murtinho, 433 - Centro - Campo Grande / MS"
1623,207 SW XR S 1.4,08/09,Cinza,Flex,Não disponível,"R$ 17.900,00",https://www.shopcar.com.br/veiculos/peugeot/207-sw-xr-s-1-4/08-09/974898,Eurocar Veículos,"Av. Europa, 811 - Taquarussu - Campo Grande / MS"
1624,207 X-Line 1.4 2p.,11/12,Branca,Flex,72.000 Km,"R$ 17.900,00",https://www.shopcar.com.br/veiculos/peugeot/207-x-line-1-4-2p/11-12/867862,Potencial Veículos,"Av. Bandeirantes, 2675 - Nova Bandeirantes - Campo Grande / MS"
1625,207 XR 1.4 4p.,11/11,Cinza,Flex,100.000 Km,"R$ 17.900,00",https://www.shopcar.com.br/veiculos/peugeot/207-xr-1-4-4p/11-11/1069668,BR Veículos,"Av. Salgado Filho, 1845 - Vila Carvalho - Campo Grande / MS"
1626,A3 1.8 20v 4p.,03/03,Preta,Gasolina,Não disponível,"R$ 17.900,00",https://www.shopcar.com.br/veiculos/audi/a3-1-8-20v-4p/03-03/1083148,Black Motors,"Rua Cabral, 1121 - Centro - Corumbá / MS"
1627,Astra Hatch 2.0 2p.,05/05,Preta,Flex,Não disponível,"R$ 17.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/astra-hatch-2-0-2p/05-05/1045019,Talismã Veículos,"Av. Bandeirantes, 711 - Amambaí - Campo Grande / MS"
1628,C3 Hatch Exclusive 1.4,09/09,Cinza,Flex,Não disponível,"R$ 17.900,00",https://www.shopcar.com.br/veiculos/citro-n/c3-hatch-exclusive-1-4/09-09/1062453,Sanauto Automóveis,"Rua Ceára, 1206 - Jardim dos Estados - Campo Grande / MS"
1629,C3 Hatch GLX 1.4,10/11,Vermelha,Flex,Não disponível,"R$ 17.900,00",https://www.shopcar.com.br/veiculos/citro-n/c3-hatch-glx-1-4/10-11/1016576,Vip Veículos,"Rua Joaquim Murtinho, 2980 - Vila Almeida Lima - Campo Grande / MS"
1630,C3 Hatch GLX 1.4,07/08,Preta,Flex,Não disponível,"R$ 17.900,00",https://www.shopcar.com.br/veiculos/citro-n/c3-hatch-glx-1-4/07-08/1084568,JP Automóveis,"Av. Bandeirantes, 2011 - Taquarussu - Campo Grande / MS"
1631,Celta Life 1.0 4p.,08/09,Prata,Flex,Não disponível,"R$ 17.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/celta-life-1-0-4p/08-09/1090034,Gold Car,"Rua Brilhante, 2173 - Vila bandeirantes - Campo Grande / MS"
1632,Corsa Pick-up ST 1.6,03/03,Preta,Gasolina,Não disponível,"R$ 17.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/corsa-pick-up-st-1-6/03-03/1089984,Medcar Veículos,"Av. Weimar G. Torres, 3490 - Centro - Dourados / MS"
1633,Corsa Sedan Classic LS 1.0,11/12,Prata,Flex,Não disponível,"R$ 17.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/corsa-sedan-classic-ls-1-0/11-12/1066113,EP Veículos,"Rua Abdala Roderbourg, 649 - Vila Margarida - Campo Grande / MS"
1634,Corsa Sedan Classic LS 1.0,11/11,Cinza,Flex,Não disponível,"R$ 17.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/corsa-sedan-classic-ls-1-0/11-11/1071029,LR Veículos,"Av. Gury Marques, 3844 - Universitário - Campo Grande / MS"
1635,Corsa Sedan Classic LS 1.0,10/11,Preta,Flex,93.000 Km,"R$ 17.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/corsa-sedan-classic-ls-1-0/10-11/1084935,Revolução Automóveis,"Rua Brilhante, 1925 - Nova Bandeirante - Campo Grande / MS"
1636,Corsa Sedan Classic Spirit 1.0,07/08,Cinza,Flex,Não disponível,"R$ 17.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/corsa-sedan-classic-spirit-1-0/07-08/1087127,Federal Car,"Av. Bandeirantes, 2236 - Nova Bandeirantes - Campo Grande / MS"
1637,Escort XR3 1.6,88/89,Branca,Etanol,110.435 Km,"R$ 17.900,00",https://www.shopcar.com.br/veiculos/ford/escort-xr3-1-6/88-89/1028356,Premium Motors,"Rua João Pedro de Souza,73 - Jardim Monte Líbano - Campo Grande / MS"
1638,Fiesta Hatch 1.0 4p.,07/08,Preta,Flex,135.000 Km,"R$ 17.900,00",https://www.shopcar.com.br/veiculos/ford/fiesta-hatch-1-0-4p/07-08/1085889,P12 Motors,"Av. Manoel da Costa Lima, 2172 - Piratininga - Campo Grande / MS"
1639,Fiesta Hatch 1.6 4p.,06/07,Preta,Flex,Não disponível,"R$ 17.900,00",https://www.shopcar.com.br/veiculos/ford/fiesta-hatch-1-6-4p/06-07/1078278,Giga Veículos,"Av. Weimar Gonçalves Torres, 2989 - Centro - Dourados / MS"
1640,Fiesta Hatch Personnalité 1.0 4p.,04/05,Dourada,Gasolina,Não disponível,"R$ 17.900,00",https://www.shopcar.com.br/veiculos/ford/fiesta-hatch-personnalit-1-0-4p/04-05/1078065,Eurocar Veículos,"Av. Europa, 811 - Taquarussu - Campo Grande / MS"
1641,Fiesta Hatch S 1.0 4p.,11/12,Branca,Flex,120.000 Km,"R$ 17.900,00",https://www.shopcar.com.br/veiculos/ford/fiesta-hatch-s-1-0-4p/11-12/1065464,Grancar Veículos,"Av. Bandeirantes, 2313 - Guanandi - Campo Grande / MS"
1642,Fiesta Sedan 1.0,08/09,Cinza,Flex,Não disponível,"R$ 17.900,00",https://www.shopcar.com.br/veiculos/ford/fiesta-sedan-1-0/08-09/1087463,Grancar Veículos,"Av. Bandeirantes, 2313 - Guanandi - Campo Grande / MS"
1643,Focus Sedan Ghia 2.0 16v A/T,04/05,Prata,Gasolina,Não disponível,"R$ 17.900,00",https://www.shopcar.com.br/veiculos/ford/focus-sedan-ghia-2-0-16v/04-05/928564,MF Car,"Av. Bandeirantes, 775 - Amambai - Campo Grande / MS"
1644,Fox 1.0 4p.,07/08,Preta,Flex,90.000 Km,"R$ 17.900,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/fox-1-0-4p/07-08/1054777,Zonta Veículos,"Av. Filinto Muller, 815 - Centro - Três Lagoas / MS"
1645,Fusca 1300,73/73,Bege,Gasolina,Não disponível,"R$ 17.900,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/fusca-1300/73-73/1073425,Igarapé Veículos,"Av. Bandeirantes, 2186 - Nova Bandeirantes - Campo Grande / MS"
1646,Gol 1.0 2p.,10/11,Branca,Flex,Não disponível,"R$ 17.900,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/gol-1-0-2p/10-11/1041838,Vip Veículos,"Rua Joaquim Murtinho, 2980 - Vila Almeida Lima - Campo Grande / MS"
1647,Gol 1.0 4p.,13/13,Prata,Flex,99.999 Km,"R$ 17.900,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/gol-1-0-4p/13-13/1088431,Jessi-Car,"Av. Bandeirantes, 909 - Amambai - Campo Grande / MS"
1648,Gol Trend 1.0 4p.,08/08,Prata,Flex,Não disponível,"R$ 17.900,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/gol-trend-1-0-4p/08-08/1057310,Auto Cred Motors,"Av. Weimar Gonçalves Torres, 1200 - Centro - Dourados / MS"
1649,Gol Trend 1.0 4p.,08/08,Preta,Flex,141.700 Km,"R$ 17.900,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/gol-trend-1-0-4p/08-08/1067333,Joca Veículos,"Av. Bandeirantes, 1229 - Vila Bandeirantes - Campo Grande / MS"
1650,Golf 1.6,02/02,Prata,Gasolina,Não disponível,"R$ 17.900,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/golf-1-6/02-02/1086047,Giga Veículos,"Av. Weimar Gonçalves Torres, 2989 - Centro - Dourados / MS"
1651,Idea ELX 1.4,09/10,Branca,Flex,267.000 Km,"R$ 17.900,00",https://www.shopcar.com.br/veiculos/fiat/idea-elx-1-4/09-10/1044682,OMK Motors,"Rua Geraldo vasques, 37 - Itanhangá Park - Campo Grande / MS"
1652,Idea ELX 1.4,05/06,Prata,Flex,Não disponível,"R$ 17.900,00",https://www.shopcar.com.br/veiculos/fiat/idea-elx-1-4/05-06/1084716,Grancar Veículos,"Av. Bandeirantes, 2313 - Guanandi - Campo Grande / MS"
1653,J3 1.4 16v,11/12,Cinza,Gasolina,125.000 Km,"R$ 17.900,00",https://www.shopcar.com.br/veiculos/jac/j3-1-4-16v/11-12/1070095,Saraiva Automóveis ,"Av. Bandeirantes, 2900 - Vila Jacy - Campo Grande / MS"
1654,J3 Brasil 1.4 16v,11/12,Prata,Flex,Não disponível,"R$ 17.900,00",https://www.shopcar.com.br/veiculos/jac/j3-brasil-1-4-16v/11-12/1056873,Vip Veículos,"Rua Joaquim Murtinho, 2980 - Vila Almeida Lima - Campo Grande / MS"
1655,Ka 1.0,11/11,Preta,Flex,Não disponível,"R$ 17.900,00",https://www.shopcar.com.br/veiculos/ford/ka-1-0/11-11/1088095,Central Veículos,"Av. Bandeirantes, 1395 - Vila Taquarussú - Campo Grande / MS"
1656,Ka 1.0,11/11,Prata,Flex,89.000 Km,"R$ 17.900,00",https://www.shopcar.com.br/veiculos/ford/ka-1-0/11-11/1088372,C3 Veículos,"Av. Gabriel Spipe Calarge, 144 - Parati - Campo Grande / MS"
1657,Ka 1.0,10/10,Preta,Flex,70.000 Km,"R$ 17.900,00",https://www.shopcar.com.br/veiculos/ford/ka-1-0/10-10/1083238,Franca Automóveis,"Av. Costa e Silva, 3168 - Pioneiros - Campo Grande / MS"
1658,Ka 1.0,08/09,Prata,Flex,110.393 Km,"R$ 17.900,00",https://www.shopcar.com.br/veiculos/ford/ka-1-0/08-09/1057003,Vision Automóveis,"Av. Coronel Antonino, 995 - Coronel Antonino - Campo Grande / MS"
1659,Logan Authentique 1.0 16v,10/11,Bege,Flex,136.000 Km,"R$ 17.900,00",https://www.shopcar.com.br/veiculos/renault/logan-authentique-1-0-16v/10-11/1075060,BR Veículos,"Av. Salgado Filho, 1845 - Vila Carvalho - Campo Grande / MS"
1660,Logan Expression 1.6,08/08,Prata,Flex,Não disponível,"R$ 17.900,00",https://www.shopcar.com.br/veiculos/renault/logan-expression-1-6/08-08/1058466,Auto Cred Motors,"Av. Weimar Gonçalves Torres, 1200 - Centro - Dourados / MS"
1661,Meriva Joy 1.8,06/07,Preta,Flex,Não disponível,"R$ 17.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/meriva-joy-1-8/06-07/1023501,Podium Veículos Loja 2,"Av. Manoel da Costa Lima, 301 - Vila Ipiranga - Campo Grande / MS"
1662,Palio 1.0 Fire 4p.,06/07,Cinza,Flex,Não disponível,"R$ 17.900,00",https://www.shopcar.com.br/veiculos/fiat/palio-1-0-fire-4p/06-07/1087237,Mega Automóveis,"Av. Bandeirantes, 1177 - Amambaí - Campo Grande / MS"
1663,Palio Economy 1.0 2p.,09/10,Preta,Flex,Não disponível,"R$ 17.900,00",https://www.shopcar.com.br/veiculos/fiat/palio-economy-1-0-2p/09-10/1019642,Hélio Car Veículos,"Av. Bandeirantes, 1743 - Taquarussú - Campo Grande / MS"
1664,Palio ELX 1.4 4p.,05/06,Prata,Flex,Não disponível,"R$ 17.900,00",https://www.shopcar.com.br/veiculos/fiat/palio-elx-1-4-4p/05-06/1089881,P12 Motors,"Av. Manoel da Costa Lima, 2172 - Piratininga - Campo Grande / MS"
1665,Passat LS 1.5,76/76,Vermelha,Gasolina,Não disponível,"R$ 17.900,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/passat-ls-1-5/76-76/1084233,Grancar Veículos,"Av. Bandeirantes, 2313 - Guanandi - Campo Grande / MS"
1666,Prisma Maxx 1.4,10/10,Prata,Flex,240.000 Km,"R$ 17.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/prisma-maxx-1-4/10-10/1017282,D2 Automóveis,"Av. Manoel da Costa Lima, 2251 - Piratininga - Campo Grande / MS"
1667,Santana 2.0,00/01,Prata,Gasolina,126.000 Km,"R$ 17.900,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/santana-2-0/00-01/1067658,Play Motors," Av. Marechal Deodoro, 2040 - Coophamat - Campo Grande / MS"
1668,Siena 1.0 Fire,06/07,Prata,Flex,150.000 Km,"R$ 17.900,00",https://www.shopcar.com.br/veiculos/fiat/siena-1-0-fire/06-07/1081984,Stock Car ,"Av. Weimar Gonçalves Torres, 4795 - Centro - Dourados / MS"
1669,Siena Celebration 1.0,07/07,Verde,Flex,Não disponível,"R$ 17.900,00",https://www.shopcar.com.br/veiculos/fiat/siena-celebration-1-0/07-07/1051887,Auto Flex Veículos,"Av. Weimar G. Torres, 3192 - Centro - Dourados / MS"
1670,Siena ELX 1.4,07/07,Branca,Flex,Não disponível,"R$ 17.900,00",https://www.shopcar.com.br/veiculos/fiat/siena-elx-1-4/07-07/1078416,JP Automóveis,"Av. Bandeirantes, 2011 - Taquarussu - Campo Grande / MS"
1671,Uno Mille 1.0 Fire 4p.,10/11,Branca,Flex,125.000 Km,"R$ 17.900,00",https://www.shopcar.com.br/veiculos/fiat/uno-mille-1-0-fire-4p/10-11/1082710,MF Motors,"Av. Dr. Vilella de Andrade, 7 - Vila Albuquerque - Campo Grande / MS"
1672,Uno Mille 1.0 Fire 4p.,07/07,Branca,Flex,Não disponível,"R$ 17.900,00",https://www.shopcar.com.br/veiculos/fiat/uno-mille-1-0-fire-4p/07-07/1079087,Franca Automóveis,"Av. Costa e Silva, 3168 - Pioneiros - Campo Grande / MS"
1673,Uno Mille Celebration 1.0 Fire 2p.,07/08,Prata,Flex,Não disponível,"R$ 17.900,00",https://www.shopcar.com.br/veiculos/fiat/uno-mille-celebration-1-0-fire-2p/07-08/1061552,Vip Veículos,"Rua Joaquim Murtinho, 2980 - Vila Almeida Lima - Campo Grande / MS"
1674,Uno Mille Economy 1.0 Fire 2p.,13/13,Branca,Flex,12.500 Km,"R$ 17.900,00",https://www.shopcar.com.br/veiculos/fiat/uno-mille-economy-1-0-fire-2p/13-13/1081108,Revolução Automóveis,"Rua Brilhante, 1925 - Nova Bandeirante - Campo Grande / MS"
1675,Uno Mille Furgão 1.3 Fire,12/13,Branca,Flex,140.000 Km,"R$ 17.900,00",https://www.shopcar.com.br/veiculos/fiat/uno-mille-furg-o-1-3-fire/12-13/1072544,Mclaren Automóveis,"Av. Bandeirantes, 1246 - Vila Bandeirante - Campo Grande / MS"
1676,Uno Vivace 1.0 2p.,11/12,Prata,Flex,Não disponível,"R$ 17.900,00",https://www.shopcar.com.br/veiculos/fiat/uno-vivace-1-0-2p/11-12/1089105,BM Motors,"Avenida Presidente Ernesto Geisel, 6103 - Cabreuva - Campo Grande / MS"
1677,Xsara Picasso GLX 1.6 16v,07/08,Prata,Flex,Não disponível,"R$ 17.900,00",https://www.shopcar.com.br/veiculos/citro-n/xsara-picasso-glx-1-6-16v/07-08/1072711,Finauto Veículos,"Rua Antonio de Souza Marcondes, 2800 - Centro - Maracaju / MS"
1678,207 XR S 1.4 4p.,09/10,Prata,Flex,Não disponível,"R$ 17.990,00",https://www.shopcar.com.br/veiculos/peugeot/207-xr-s-1-4-4p/09-10/1069858,Automais Veículos,"Av. Tamandaré, 1294 - Vila Planalto - Campo Grande / MS"
1679,C3 Hatch GLX 1.4,08/08,Cinza,Flex,Não disponível,"R$ 17.990,00",https://www.shopcar.com.br/veiculos/citro-n/c3-hatch-glx-1-4/08-08/1089282,Brutalle Premium,"Rua Dr. Antônio Alves Arantes, 385 - Chácara Cachoeira - Campo Grande / MS"
1680,C3 Hatch GLX 1.4,08/08,Prata,Flex,100.000 Km,"R$ 17.990,00",https://www.shopcar.com.br/veiculos/citro-n/c3-hatch-glx-1-4/08-08/984350,Odi Car Veículos,"Av. Coronel Antonino, 352 - Coronel Antonino - Campo Grande / MS"
1681,C4 Picasso 2.0 16v A/T,08/09,Preta,Flex,Não disponível,"R$ 17.990,00",https://www.shopcar.com.br/veiculos/citro-n/c4-picasso-2-0-16v/08-09/1075179,Automais Veículos,"Av. Tamandaré, 1294 - Vila Planalto - Campo Grande / MS"
1682,Celta 1.0 4p.,06/07,Prata,Flex,Não disponível,"R$ 17.990,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/celta-1-0-4p/06-07/1061514,Alfa Motors,"Av. Marcelino Pires, 4650 - Centro - Dourados / MS"
1683,Celta Spirit 1.0 4p.,10/11,Prata,Flex,Não disponível,"R$ 17.990,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/celta-spirit-1-0-4p/10-11/1081320,Stock Car ,"Av. Weimar Gonçalves Torres, 4795 - Centro - Dourados / MS"
1684,Corolla XEi 1.8 16v,00/00,Prata,Gasolina,188.000 Km,"R$ 17.990,00",https://www.shopcar.com.br/veiculos/toyota/corolla-xei-1-8-16v/00-00/1087675,Vinicius Arruda Santos,Campo Grande - MS
1685,Fusca 1300 L,78/78,Branca,Gasolina,11.000 Km,"R$ 17.990,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/fusca-1300-l/78-78/1068137,Bee Seminovos,"Av. Fabio Zahran, 910 - Vila Carvalho - Campo Grande / MS"
1686,Mégane Sedan Dynamique 2.0 16v,07/07,Cinza,Gasolina,Não disponível,"R$ 17.990,00",https://www.shopcar.com.br/veiculos/renault/m-gane-sedan-dynamique-2-0-16v/07-07/1089278,Brutalle Premium,"Rua Dr. Antônio Alves Arantes, 385 - Chácara Cachoeira - Campo Grande / MS"
1687,Palio Celebration Economy 1.0 2p.,10/11,Preta,Flex,114.600 Km,"R$ 17.990,00",https://www.shopcar.com.br/veiculos/fiat/palio-celebration-economy-1-0-2p/10-11/1075524,Sua Oferta Veículos,"Rua Alegrete, 1203 - Coronel Antonino - Campo Grande / MS"
1688,Siena Celebration 1.0,07/07,Cinza,Flex,Não disponível,"R$ 17.990,00",https://www.shopcar.com.br/veiculos/fiat/siena-celebration-1-0/07-07/1078905,Nova Era Veículos,"Av. Hayel Bon Faker, 1695 - Centro - Dourados / MS"
1689,207 XR 1.4 2p.,11/12,Branca,Flex,74.500 Km,"R$ 18.000,00",https://www.shopcar.com.br/veiculos/peugeot/207-xr-1-4-2p/11-12/1087410,Majestik Motors,"Rua. Guia Lopes, 348 - Amambaí - Campo Grande / MS"
1690,207 XR 1.4 4p.,08/09,Branca,Gasolina,Não disponível,"R$ 18.000,00",https://www.shopcar.com.br/veiculos/peugeot/207-xr-1-4-4p/08-09/1071495,Marvi Automóveis,"Av. Hayel Bon Faker, 901 - Jardim Água Boa - Dourados / MS"
1691,Accord EXR 2.2 16v A/T,98/98,Prata,Gasolina,145.900 Km,"R$ 18.000,00",https://www.shopcar.com.br/veiculos/honda/accord-exr-2-2-16v/98-98/1086869,Dois Irmãos Automóveis,"Rua Rachid Neder, 401 - Monte Castelo - Campo Grande / MS"
1692,Astra Sedan GLS 2.0,00/00,Prata,Gasolina,159.000 Km,"R$ 18.000,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/astra-sedan-gls-2-0/00-00/1073007,Mateus Rodrigues Calado,Campo Grande - MS
1693,Celta Life 1.0 4p.,07/07,Prata,Flex,Não disponível,"R$ 18.000,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/celta-life-1-0-4p/07-07/1063890,Fabinho Automóveis,"Rua Sete de Setembro, 4205 - Centro - Amambaí / MS"
1694,Celta LS 1.0 2p.,11/12,Prata,Flex,Não disponível,"R$ 18.000,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/celta-ls-1-0-2p/11-12/1084705,MG Automóveis,"Rua. Coronel Ponciano De Mattos Pereira, 2720 - Vila industrial - Dourados / MS"
1695,Corsa Sedan Classic 1.0,10/10,Branca,Flex,Não disponível,"R$ 18.000,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/corsa-sedan-classic-1-0/10-10/1084309,MG Automóveis,"Rua. Coronel Ponciano De Mattos Pereira, 2720 - Vila industrial - Dourados / MS"
1696,Fiesta Sedan SE 1.0,06/07,Prata,Flex,Não disponível,"R$ 18.000,00",https://www.shopcar.com.br/veiculos/ford/fiesta-sedan-se-1-0/06-07/1085075,Piracicaba Veículos,"Av. Virginia Ferreira, 2085 - Flávio Garcia - Coxim / MS"
1697,J2 1.4 16v,13/14,Branca,Gasolina,Não disponível,"R$ 18.000,00",https://www.shopcar.com.br/veiculos/jac/j2-1-4-16v/13-14/1086632,Rudinei Veículos,"Av. Joaquim Teixeira Alves, 1194 - Centro - Dourados / MS"
1698,Logan Authentique 1.0 16v,11/11,Branca,Flex,Não disponível,"R$ 18.000,00",https://www.shopcar.com.br/veiculos/renault/logan-authentique-1-0-16v/11-11/1081227,Leo Motors,"Rua José Paes de Farias, 534 - Jardim Jacy - Campo Grande / MS"
1699,Marea SX 1.6 16v,07/07,Preta,Flex,64.000 Km,"R$ 18.000,00",https://www.shopcar.com.br/veiculos/fiat/marea-sx-1-6-16v/07-07/437766,Fábio Despachante & Veículos,"Av. Salgado Filho, 1176 - Amambaí - Campo Grande / MS"
1700,Omega GLS 4.1,95/95,Cinza,Gasolina,159.280 Km,"R$ 18.000,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/omega-gls-4-1/95-95/1051167,Lokal Veículos,"Av. Ernesto Geisel, 3417 - Amambaí - Campo Grande / MS"
1701,Palio 1.0 Fire 2p.,14/14,Vermelha,Flex,Não disponível,"R$ 18.000,00",https://www.shopcar.com.br/veiculos/fiat/palio-1-0-fire-2p/14-14/1088145,Prime Veículos,"Av. Pres. Ernesto Geisel, 5721 - Cabreúva - Campo Grande / MS"
1702,Palio 1.0 Fire 4p.,08/08,Branca,Flex,Não disponível,"R$ 18.000,00",https://www.shopcar.com.br/veiculos/fiat/palio-1-0-fire-4p/08-08/1056634,Diniz Automóveis,"Av. Marcelino Pires, 6038 - Vila Industrial - Dourados / MS"
1703,Palio 1.0 Fire 4p.,07/08,Azul,Flex,172.000 Km,"R$ 18.000,00",https://www.shopcar.com.br/veiculos/fiat/palio-1-0-fire-4p/07-08/1056921,Legacy Veículos ,"Av. Marechal Deodoro, 523 - Guanandi - Campo Grande / MS"
1704,Prisma Maxx 1.4,07/08,Preta,Flex,104.000 Km,"R$ 18.000,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/prisma-maxx-1-4/07-08/1080737,Lokal Veículos,"Av. Ernesto Geisel, 3417 - Amambaí - Campo Grande / MS"
1705,Stilo 1.8,04/04,Prata,Gasolina,Não disponível,"R$ 18.000,00",https://www.shopcar.com.br/veiculos/fiat/stilo-1-8/04-04/1062895,Tyna Automóveis,"Rua 14 de Julho, 4296 - Centro - Campo Grande / MS"
1706,Uno Mille 1.0 Fire 4p.,08/08,Branca,Flex,Não disponível,"R$ 18.000,00",https://www.shopcar.com.br/veiculos/fiat/uno-mille-1-0-fire-4p/08-08/1076548,Star Motors,"Av. Nosso Senhor do Bomfim, 2471 - Parque Novos Estados  - Campo Grande / MS"
1707,Uno Mille Economy Way 1.0 Fire 2p.,10/11,Branca,Flex,Não disponível,"R$ 18.000,00",https://www.shopcar.com.br/veiculos/fiat/uno-mille-economy-way-1-0-fire-2p/10-11/1073059,Piracicaba Veículos,"Av. Virginia Ferreira, 2085 - Flávio Garcia - Coxim / MS"
1708,Xsara Picasso Exclusive 2.0 16v,07/07,Cinza,Gasolina,167.116 Km,"R$ 18.000,00",https://www.shopcar.com.br/veiculos/citro-n/xsara-picasso-exclusive-2-0-16v/07-07/1003190,Libório & Gerson Automóveis,"Av. Weimar G. Torres, 2478 - Centro - Dourados / MS"
1709,Corsa Sedan Classic Life 1.0,07/08,Prata,Flex,Não disponível,"R$ 18.300,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/corsa-sedan-classic-life-1-0/07-08/1085310,Emotors,"Av. Afonso Pena, 470 - Amambaí - Campo Grande / MS"
1710,207 Passion XR 1.4,10/11,Preta,Flex,Não disponível,"R$ 18.500,00",https://www.shopcar.com.br/veiculos/peugeot/207-passion-xr-1-4/10-11/1052033,Premium Auto Car,"Av. Ricardo Brandão, 778 - Itanhangá Park - Campo Grande / MS"
1711,207 Passion XR 1.4,09/10,Prata,Flex,Não disponível,"R$ 18.500,00",https://www.shopcar.com.br/veiculos/peugeot/207-passion-xr-1-4/09-10/1073915,Grancar Veículos,"Av. Bandeirantes, 2313 - Guanandi - Campo Grande / MS"
1712,207 Passion XS 1.6 16v,09/10,Preta,Flex,Não disponível,"R$ 18.500,00",https://www.shopcar.com.br/veiculos/peugeot/207-passion-xs-1-6-16v/09-10/1000800,Hélio Car Veículos,"Av. Bandeirantes, 1743 - Taquarussú - Campo Grande / MS"
1713,207 Quiksilver 1.6 16v 4p.,11/12,Prata,Flex,96.000 Km,"R$ 18.500,00",https://www.shopcar.com.br/veiculos/peugeot/207-quiksilver-1-6-16v-4p/11-12/1072370,C.O.M. Comércio de Veículos,"Av. Bandeirantes, 2796 - Vila Bandeirantes - Campo Grande / MS"
1714,207 XR S 1.4 4p.,12/13,Prata,Flex,91.000 Km,"R$ 18.500,00",https://www.shopcar.com.br/veiculos/peugeot/207-xr-s-1-4-4p/12-13/1048375,Maninho Veículos,"Av. Dr. Euler de Azevedo, 665 - São Francisco - Campo Grande / MS"
