Id_Anuncio_ShopCar,Unnamed: 0,Modelo,Ano,Cor, Combustível,KM,Preco,Link,Vendedor,Cidade,Ano_Fabricacao,Ano_Modelo,Estado_Anuncio,Endereco_Anuncio,Bairro_Anuncio,Cidade_Anuncio,Marca
1089031,0,Corsa Sedan Wind 1.0,00/01,Cinza,Gasolina,178000.0,11000.0,https://www.shopcar.com.br/veiculos/gm-chevrolet/corsa-sedan-wind-1-0/00-01/1089031,Michel Sleiman,Campo Grande - MS,2000,2001,,Campo Grande , MS,,gm-chevrolet
1083815,1,Gol 1.0 16v 4p.,01/02,Cinza,Gasolina,170000.0,11600.0,https://www.shopcar.com.br/veiculos/vw-volkswagen/gol-1-0-16v-4p/01-02/1083815,Karina Brito,Campo Grande - MS,2001,2002,,Campo Grande , MS,,vw-volkswagen
1087298,2,Palio ELX 1.0 16v 4p.,00/01,Cinza,Gasolina,,12500.0,https://www.shopcar.com.br/veiculos/fiat/palio-elx-1-0-16v-4p/00-01/1087298,Lolo Veículos,"Rodovia MS 156, 2595 - Chácara Sidelis - Dourados / MS",2000,2001, MS,"Rodovia MS 156, 2595 ", Chácara Sidelis , Dourados ,fiat
1028651,3,Astra Sedan GLS 2.0,00/00,Prata,Gasolina,,12990.0,https://www.shopcar.com.br/veiculos/gm-chevrolet/astra-sedan-gls-2-0/00-00/1028651,Gauchinho Veículos,"Av. Hayel Bon Faker, 1247 - Jardim Água Boa - Dourados / MS",2000,2000, MS,"Av. Hayel Bon Faker, 1247 ", Jardim Água Boa , Dourados ,gm-chevrolet
1085433,4,Uno Mille Economy 1.0 Fire 2p.,09/10,Branca,Flex,,14300.0,https://www.shopcar.com.br/veiculos/fiat/uno-mille-economy-1-0-fire-2p/09-10/1085433,RL Veículos,"Av. Pres. Ernesto Geisel, 5701 - Cabreúva - Campo Grande / MS",2009,2010, MS,"Av. Pres. Ernesto Geisel, 5701 ", Cabreúva , Campo Grande ,fiat
1069108,5,Pampa L 1.8,97/97,Prata,Kit Gás,,14800.0,https://www.shopcar.com.br/veiculos/ford/pampa-l-1-8/97-97/1069108,Prime Veículos,"Av. Pres. Ernesto Geisel, 5721 - Cabreúva - Campo Grande / MS",1997,1997, MS,"Av. Pres. Ernesto Geisel, 5721 ", Cabreúva , Campo Grande ,ford
1084389,6,Clio Hatch 1.0 16v 2p.,11/11,Prata,Flex,101332.0,14990.0,https://www.shopcar.com.br/veiculos/renault/clio-hatch-1-0-16v-2p/11-11/1084389,Teca Automóveis,"Rua 13 de Maio, 3843 - Centro - Campo Grande / MS",2011,2011, MS,"Rua 13 de Maio, 3843 ", Centro , Campo Grande ,renault
1088326,7,Uno Mille Economy 1.0 Fire 2p.,10/11,Vermelha,Flex,91000.0,15500.0,https://www.shopcar.com.br/veiculos/fiat/uno-mille-economy-1-0-fire-2p/10-11/1088326,Rafael dos Santos Trindade,Campo Grande - MS,2010,2011,,Campo Grande , MS,,fiat
1083544,8,207 X-Line 1.4 2p.,10/10,Prata,Flex,134442.0,15900.0,https://www.shopcar.com.br/veiculos/peugeot/207-x-line-1-4-2p/10-10/1083544,Premium Motors,"Rua João Pedro de Souza,73 - Jardim Monte Líbano - Campo Grande / MS",2010,2010, MS,"Rua João Pedro de Souza,73 ", Jardim Monte Líbano , Campo Grande ,peugeot
1078472,9,Celta LS 1.0 2p.,11/12,Vermelha,Flex,127850.0,15990.0,https://www.shopcar.com.br/veiculos/gm-chevrolet/celta-ls-1-0-2p/11-12/1078472,Automóbile Multimarcas,"Av. Ricardo Brandão, 646 - Itanhangá Park - Campo Grande / MS",2011,2012, MS,"Av. Ricardo Brandão, 646 ", Itanhangá Park , Campo Grande ,gm-chevrolet
1089214,10,Parati 1.6,04/05,Branca,Flex,190000.0,16000.0,https://www.shopcar.com.br/veiculos/vw-volkswagen/parati-1-6/04-05/1089214,Amilton de Melo Ribas,Campo Grande - MS,2004,2005,,Campo Grande , MS,,vw-volkswagen
1066185,11,Gol 1.0 4p.,07/07,Preta,Flex,,16900.0,https://www.shopcar.com.br/veiculos/vw-volkswagen/gol-1-0-4p/07-07/1066185,RL Veículos,"Av. Pres. Ernesto Geisel, 5701 - Cabreúva - Campo Grande / MS",2007,2007, MS,"Av. Pres. Ernesto Geisel, 5701 ", Cabreúva , Campo Grande ,vw-volkswagen
1087319,12,Stilo 1.8,08/08,Cinza,Flex,120000.0,16900.0,https://www.shopcar.com.br/veiculos/fiat/stilo-1-8/08-08/1087319,Aparecido Carlos de Oliveira,Campo Grande - MS,2008,2008,,Campo Grande , MS,,fiat
1088827,13,207 XR 1.4 4p.,11/12,Preta,Flex,,17200.0,https://www.shopcar.com.br/veiculos/peugeot/207-xr-1-4-4p/11-12/1088827,Elite Veículos,"Av. Ernesto Geisel, 5990 - Centro - Campo Grande / MS",2011,2012, MS,"Av. Ernesto Geisel, 5990 ", Centro , Campo Grande ,peugeot
1088274,14,Celta Life 1.0 4p.,07/08,Preta,Flex,,17900.0,https://www.shopcar.com.br/veiculos/gm-chevrolet/celta-life-1-0-4p/07-08/1088274,Elite Veículos,"Av. Ernesto Geisel, 5990 - Centro - Campo Grande / MS",2007,2008, MS,"Av. Ernesto Geisel, 5990 ", Centro , Campo Grande ,gm-chevrolet
1078400,15,Celta Life 1.0 4p.,06/07,Branca,Flex,190000.0,17900.0,https://www.shopcar.com.br/veiculos/gm-chevrolet/celta-life-1-0-4p/06-07/1078400,Vale Veículos,"Av. Fernando Correa da Costa, 2099 - Jardim Aclimação - Campo Grande / MS",2006,2007, MS,"Av. Fernando Correa da Costa, 2099 ", Jardim Aclimação , Campo Grande ,gm-chevrolet
1067664,16,Corsa Sedan Classic LS 1.0,10/11,Azul,Flex,82000.0,17900.0,https://www.shopcar.com.br/veiculos/gm-chevrolet/corsa-sedan-classic-ls-1-0/10-11/1067664,Art Motors,"Av. Bandeirantes, 242 - Amambaí - Campo Grande / MS",2010,2011, MS,"Av. Bandeirantes, 242 ", Amambaí , Campo Grande ,gm-chevrolet
1090015,17,Siena ELX 1.4,07/07,Prata,Flex,127000.0,17900.0,https://www.shopcar.com.br/veiculos/fiat/siena-elx-1-4/07-07/1090015,Weld Vicente de Carlos,Campo Grande - MS,2007,2007,,Campo Grande , MS,,fiat
1070544,18,Fox Plus 1.6 4p.,05/06,Preta,Flex,190508.0,17990.0,https://www.shopcar.com.br/veiculos/vw-volkswagen/fox-plus-1-6-4p/05-06/1070544,Pelegrinelli Veículos,"Av. Rachid Neder, 696 - Monte Castelo - Campo Grande / MS",2005,2006, MS,"Av. Rachid Neder, 696 ", Monte Castelo , Campo Grande ,vw-volkswagen
1077047,19,Corsa Sedan Classic Life 1.0,10/10,Bege,Flex,,18000.0,https://www.shopcar.com.br/veiculos/gm-chevrolet/corsa-sedan-classic-life-1-0/10-10/1077047,Jefferson de Morais Cardoso,Campo Grande - MS,2010,2010,,Campo Grande , MS,,gm-chevrolet
1089031,20,Corsa Sedan Wind 1.0,00/01,Cinza,Gasolina,178000.0,11000.0,https://www.shopcar.com.br/veiculos/gm-chevrolet/corsa-sedan-wind-1-0/00-01/1089031,Michel Sleiman,Campo Grande - MS,2000,2001,,Campo Grande , MS,,gm-chevrolet
1083815,21,Gol 1.0 16v 4p.,01/02,Cinza,Gasolina,170000.0,11600.0,https://www.shopcar.com.br/veiculos/vw-volkswagen/gol-1-0-16v-4p/01-02/1083815,Karina Brito,Campo Grande - MS,2001,2002,,Campo Grande , MS,,vw-volkswagen
1087298,22,Palio ELX 1.0 16v 4p.,00/01,Cinza,Gasolina,,12500.0,https://www.shopcar.com.br/veiculos/fiat/palio-elx-1-0-16v-4p/00-01/1087298,Lolo Veículos,"Rodovia MS 156, 2595 - Chácara Sidelis - Dourados / MS",2000,2001, MS,"Rodovia MS 156, 2595 ", Chácara Sidelis , Dourados ,fiat
1028651,23,Astra Sedan GLS 2.0,00/00,Prata,Gasolina,,12990.0,https://www.shopcar.com.br/veiculos/gm-chevrolet/astra-sedan-gls-2-0/00-00/1028651,Gauchinho Veículos,"Av. Hayel Bon Faker, 1247 - Jardim Água Boa - Dourados / MS",2000,2000, MS,"Av. Hayel Bon Faker, 1247 ", Jardim Água Boa , Dourados ,gm-chevrolet
1085433,24,Uno Mille Economy 1.0 Fire 2p.,09/10,Branca,Flex,,14300.0,https://www.shopcar.com.br/veiculos/fiat/uno-mille-economy-1-0-fire-2p/09-10/1085433,RL Veículos,"Av. Pres. Ernesto Geisel, 5701 - Cabreúva - Campo Grande / MS",2009,2010, MS,"Av. Pres. Ernesto Geisel, 5701 ", Cabreúva , Campo Grande ,fiat
1069108,25,Pampa L 1.8,97/97,Prata,Kit Gás,,14800.0,https://www.shopcar.com.br/veiculos/ford/pampa-l-1-8/97-97/1069108,Prime Veículos,"Av. Pres. Ernesto Geisel, 5721 - Cabreúva - Campo Grande / MS",1997,1997, MS,"Av. Pres. Ernesto Geisel, 5721 ", Cabreúva , Campo Grande ,ford
1084389,26,Clio Hatch 1.0 16v 2p.,11/11,Prata,Flex,101332.0,14990.0,https://www.shopcar.com.br/veiculos/renault/clio-hatch-1-0-16v-2p/11-11/1084389,Teca Automóveis,"Rua 13 de Maio, 3843 - Centro - Campo Grande / MS",2011,2011, MS,"Rua 13 de Maio, 3843 ", Centro , Campo Grande ,renault
1088326,27,Uno Mille Economy 1.0 Fire 2p.,10/11,Vermelha,Flex,91000.0,15500.0,https://www.shopcar.com.br/veiculos/fiat/uno-mille-economy-1-0-fire-2p/10-11/1088326,Rafael dos Santos Trindade,Campo Grande - MS,2010,2011,,Campo Grande , MS,,fiat
1083544,28,207 X-Line 1.4 2p.,10/10,Prata,Flex,134442.0,15900.0,https://www.shopcar.com.br/veiculos/peugeot/207-x-line-1-4-2p/10-10/1083544,Premium Motors,"Rua João Pedro de Souza,73 - Jardim Monte Líbano - Campo Grande / MS",2010,2010, MS,"Rua João Pedro de Souza,73 ", Jardim Monte Líbano , Campo Grande ,peugeot
1078472,29,Celta LS 1.0 2p.,11/12,Vermelha,Flex,127850.0,15990.0,https://www.shopcar.com.br/veiculos/gm-chevrolet/celta-ls-1-0-2p/11-12/1078472,Automóbile Multimarcas,"Av. Ricardo Brandão, 646 - Itanhangá Park - Campo Grande / MS",2011,2012, MS,"Av. Ricardo Brandão, 646 ", Itanhangá Park , Campo Grande ,gm-chevrolet
1089214,30,Parati 1.6,04/05,Branca,Flex,190000.0,16000.0,https://www.shopcar.com.br/veiculos/vw-volkswagen/parati-1-6/04-05/1089214,Amilton de Melo Ribas,Campo Grande - MS,2004,2005,,Campo Grande , MS,,vw-volkswagen
1066185,31,Gol 1.0 4p.,07/07,Preta,Flex,,16900.0,https://www.shopcar.com.br/veiculos/vw-volkswagen/gol-1-0-4p/07-07/1066185,RL Veículos,"Av. Pres. Ernesto Geisel, 5701 - Cabreúva - Campo Grande / MS",2007,2007, MS,"Av. Pres. Ernesto Geisel, 5701 ", Cabreúva , Campo Grande ,vw-volkswagen
1087319,32,Stilo 1.8,08/08,Cinza,Flex,120000.0,16900.0,https://www.shopcar.com.br/veiculos/fiat/stilo-1-8/08-08/1087319,Aparecido Carlos de Oliveira,Campo Grande - MS,2008,2008,,Campo Grande , MS,,fiat
1088827,33,207 XR 1.4 4p.,11/12,Preta,Flex,,17200.0,https://www.shopcar.com.br/veiculos/peugeot/207-xr-1-4-4p/11-12/1088827,Elite Veículos,"Av. Ernesto Geisel, 5990 - Centro - Campo Grande / MS",2011,2012, MS,"Av. Ernesto Geisel, 5990 ", Centro , Campo Grande ,peugeot
1088274,34,Celta Life 1.0 4p.,07/08,Preta,Flex,,17900.0,https://www.shopcar.com.br/veiculos/gm-chevrolet/celta-life-1-0-4p/07-08/1088274,Elite Veículos,"Av. Ernesto Geisel, 5990 - Centro - Campo Grande / MS",2007,2008, MS,"Av. Ernesto Geisel, 5990 ", Centro , Campo Grande ,gm-chevrolet
1078400,35,Celta Life 1.0 4p.,06/07,Branca,Flex,190000.0,17900.0,https://www.shopcar.com.br/veiculos/gm-chevrolet/celta-life-1-0-4p/06-07/1078400,Vale Veículos,"Av. Fernando Correa da Costa, 2099 - Jardim Aclimação - Campo Grande / MS",2006,2007, MS,"Av. Fernando Correa da Costa, 2099 ", Jardim Aclimação , Campo Grande ,gm-chevrolet
1067664,36,Corsa Sedan Classic LS 1.0,10/11,Azul,Flex,82000.0,17900.0,https://www.shopcar.com.br/veiculos/gm-chevrolet/corsa-sedan-classic-ls-1-0/10-11/1067664,Art Motors,"Av. Bandeirantes, 242 - Amambaí - Campo Grande / MS",2010,2011, MS,"Av. Bandeirantes, 242 ", Amambaí , Campo Grande ,gm-chevrolet
1090015,37,Siena ELX 1.4,07/07,Prata,Flex,127000.0,17900.0,https://www.shopcar.com.br/veiculos/fiat/siena-elx-1-4/07-07/1090015,Weld Vicente de Carlos,Campo Grande - MS,2007,2007,,Campo Grande , MS,,fiat
1070544,38,Fox Plus 1.6 4p.,05/06,Preta,Flex,190508.0,17990.0,https://www.shopcar.com.br/veiculos/vw-volkswagen/fox-plus-1-6-4p/05-06/1070544,Pelegrinelli Veículos,"Av. Rachid Neder, 696 - Monte Castelo - Campo Grande / MS",2005,2006, MS,"Av. Rachid Neder, 696 ", Monte Castelo , Campo Grande ,vw-volkswagen
1077047,39,Corsa Sedan Classic Life 1.0,10/10,Bege,Flex,,18000.0,https://www.shopcar.com.br/veiculos/gm-chevrolet/corsa-sedan-classic-life-1-0/10-10/1077047,Jefferson de Morais Cardoso,Campo Grande - MS,2010,2010,,Campo Grande , MS,,gm-chevrolet
1082762,40,J3 1.4 16v,13/14,Preta,Gasolina,148800.0,18800.0,https://www.shopcar.com.br/veiculos/jac/j3-1-4-16v/13-14/1082762,Rudy Caetano Mustafá,Campo Grande - MS,2013,2014,,Campo Grande , MS,,jac
1078670,41,Scenic Expression 1.6 16v,06/07,Prata,Flex,115000.0,18800.0,https://www.shopcar.com.br/veiculos/renault/scenic-expression-1-6-16v/06-07/1078670,Prime Veículos,"Av. Pres. Ernesto Geisel, 5721 - Cabreúva - Campo Grande / MS",2006,2007, MS,"Av. Pres. Ernesto Geisel, 5721 ", Cabreúva , Campo Grande ,renault
1090163,42,C3 Hatch Exclusive 1.4,10/11,Preta,Flex,106000.0,18900.0,https://www.shopcar.com.br/veiculos/citro-n/c3-hatch-exclusive-1-4/10-11/1090163,Montana Veículos,"Rua José Antonio, 114 - Vila Rosa Pires - Campo Grande / MS",2010,2011, MS,"Rua José Antonio, 114 ", Vila Rosa Pires , Campo Grande ,citro-n
1073044,43,Gol 1.6 4p.,07/08,Prata,Flex,,18900.0,https://www.shopcar.com.br/veiculos/vw-volkswagen/gol-1-6-4p/07-08/1073044,BMZ Negócios,"Rua Antônio Viêira, 429 - Bela Vista - Campo Grande / MS",2007,2008, MS,"Rua Antônio Viêira, 429 ", Bela Vista , Campo Grande ,vw-volkswagen
1079789,44,Palio Celebration 1.0 4p.,06/07,Prata,Flex,,18900.0,https://www.shopcar.com.br/veiculos/fiat/palio-celebration-1-0-4p/06-07/1079789,Interauto Automóveis,"Rua Ceará, 2594 - Vila Rica - Campo Grande / MS",2006,2007, MS,"Rua Ceará, 2594 ", Vila Rica , Campo Grande ,fiat
1085290,45,Ka 1.0,11/12,Preta,Flex,109375.0,18990.0,https://www.shopcar.com.br/veiculos/ford/ka-1-0/11-12/1085290,Teca Automóveis,"Rua 13 de Maio, 3843 - Centro - Campo Grande / MS",2011,2012, MS,"Rua 13 de Maio, 3843 ", Centro , Campo Grande ,ford
1088503,46,Chevette SL 1.6 A/T,90/90,Dourada,Etanol,,19900.0,https://www.shopcar.com.br/veiculos/gm-chevrolet/chevette-sl-1-6/90-90/1088503,Elite Veículos,"Av. Ernesto Geisel, 5990 - Centro - Campo Grande / MS",1990,1990, MS,"Av. Ernesto Geisel, 5990 ", Centro , Campo Grande ,gm-chevrolet
1088355,47,Polo Sedan 1.6,04/04,Prata,Gasolina,,19900.0,https://www.shopcar.com.br/veiculos/vw-volkswagen/polo-sedan-1-6/04-04/1088355,Federal Car,"Av. Bandeirantes, 2236 - Nova Bandeirantes - Campo Grande / MS",2004,2004, MS,"Av. Bandeirantes, 2236 ", Nova Bandeirantes , Campo Grande ,vw-volkswagen
1089247,48,Palio ELX 1.0 16v 4p.,07/08,Vermelha,Flex,170000.0,19990.0,https://www.shopcar.com.br/veiculos/fiat/palio-elx-1-0-16v-4p/07-08/1089247,Pelegrinelli Veículos,"Av. Rachid Neder, 696 - Monte Castelo - Campo Grande / MS",2007,2008, MS,"Av. Rachid Neder, 696 ", Monte Castelo , Campo Grande ,fiat
1088750,49,EcoSport XLS Freestyle 1.6,06/07,Preta,Flex,217700.0,20500.0,https://www.shopcar.com.br/veiculos/ford/ecosport-xls-freestyle-1-6/06-07/1088750,Silveira de Almeida Santos,Campo Grande - MS,2006,2007,,Campo Grande , MS,,ford
1076727,50,C3 Hatch Exclusive 1.6 16v A/T,09/10,Prata,Flex,,20800.0,https://www.shopcar.com.br/veiculos/citro-n/c3-hatch-exclusive-1-6-16v/09-10/1076727,Leão Automóveis,"Av. Bandeirantes, 662 - Amambai - Campo Grande / MS",2009,2010, MS,"Av. Bandeirantes, 662 ", Amambai , Campo Grande ,citro-n
1056224,51,J3 Turin Brasil 1.4 16v,11/12,Branca,Gasolina,107000.0,20900.0,https://www.shopcar.com.br/veiculos/jac/j3-turin-brasil-1-4-16v/11-12/1056224,Art Motors,"Av. Bandeirantes, 242 - Amambaí - Campo Grande / MS",2011,2012, MS,"Av. Bandeirantes, 242 ", Amambaí , Campo Grande ,jac
1064784,52,C3 Hatch GLX 1.4,08/09,Prata,Flex,73947.0,20990.0,https://www.shopcar.com.br/veiculos/citro-n/c3-hatch-glx-1-4/08-09/1064784,Teca Automóveis,"Rua 13 de Maio, 3843 - Centro - Campo Grande / MS",2008,2009, MS,"Rua 13 de Maio, 3843 ", Centro , Campo Grande ,citro-n
1087510,53,Fiorino Furgão 1.3,07/07,Branca,Flex,,20990.0,https://www.shopcar.com.br/veiculos/fiat/fiorino-furg-o-1-3/07-07/1087510,Jefferson de Morais Cardoso,Campo Grande - MS,2007,2007,,Campo Grande , MS,,fiat
1084045,54,J6 2.0 16v,12/12,Preta,Gasolina,70000.0,21000.0,https://www.shopcar.com.br/veiculos/jac/j6-2-0-16v/12-12/1084045,Cássio Henrique da Silva ,Campo Grande - MS,2012,2012,,Campo Grande , MS,,jac
1068545,55,Corsa Sedan Classic Life 1.0,09/10,Prata,Flex,115000.0,21500.0,https://www.shopcar.com.br/veiculos/gm-chevrolet/corsa-sedan-classic-life-1-0/09-10/1068545,Art Motors,"Av. Bandeirantes, 242 - Amambaí - Campo Grande / MS",2009,2010, MS,"Av. Bandeirantes, 242 ", Amambaí , Campo Grande ,gm-chevrolet
1087557,56,Fiesta Hatch 1.6 4p.,10/10,Prata,Flex,,21500.0,https://www.shopcar.com.br/veiculos/ford/fiesta-hatch-1-6-4p/10-10/1087557,Leão Automóveis,"Av. Bandeirantes, 662 - Amambai - Campo Grande / MS",2010,2010, MS,"Av. Bandeirantes, 662 ", Amambai , Campo Grande ,ford
1081611,57,Ka 1.0,12/13,Preta,Flex,98000.0,21500.0,https://www.shopcar.com.br/veiculos/ford/ka-1-0/12-13/1081611,Vale Veículos,"Av. Fernando Correa da Costa, 2099 - Jardim Aclimação - Campo Grande / MS",2012,2013, MS,"Av. Fernando Correa da Costa, 2099 ", Jardim Aclimação , Campo Grande ,ford
1085041,58,Monza SL/E 2.0,91/91,Vermelha,Gasolina,73124.0,21500.0,https://www.shopcar.com.br/veiculos/gm-chevrolet/monza-sl-e-2-0/91-91/1085041,Premium Motors,"Rua João Pedro de Souza,73 - Jardim Monte Líbano - Campo Grande / MS",1991,1991, MS,"Rua João Pedro de Souza,73 ", Jardim Monte Líbano , Campo Grande ,gm-chevrolet
1069464,59,Celta Life 1.0 4p.,11/11,Preta,Flex,112321.0,21700.0,https://www.shopcar.com.br/veiculos/gm-chevrolet/celta-life-1-0-4p/11-11/1069464,Premium Motors,"Rua João Pedro de Souza,73 - Jardim Monte Líbano - Campo Grande / MS",2011,2011, MS,"Rua João Pedro de Souza,73 ", Jardim Monte Líbano , Campo Grande ,gm-chevrolet
1089077,60,Picanto EX 1.0 12v,10/11,Cinza,Gasolina,79000.0,21799.0,https://www.shopcar.com.br/veiculos/kia/picanto-ex-1-0-12v/10-11/1089077,Silvia Lailla Vargas Godoy Guidi,Campo Grande - MS,2010,2011,,Campo Grande , MS,,kia
1077499,61,Symbol Expression 1.6 16v,10/11,Preta,Flex,,21900.0,https://www.shopcar.com.br/veiculos/renault/symbol-expression-1-6-16v/10-11/1077499,New Car Multimarcas,"Rua do Rosário, 259 - Vila Gomes - Campo Grande / MS",2010,2011, MS,"Rua do Rosário, 259 ", Vila Gomes , Campo Grande ,renault
1090297,62,Fiesta Hatch 1.0 4p.,11/12,Prata,Flex,107000.0,21990.0,https://www.shopcar.com.br/veiculos/ford/fiesta-hatch-1-0-4p/11-12/1090297,Vimar Autocar,"Rua Antonio Alves Arantes, 146 - Chácara Cachoeira - Campo Grande / MS",2011,2012, MS,"Rua Antonio Alves Arantes, 146 ", Chácara Cachoeira , Campo Grande ,ford
1089271,63,Fiesta Sedan 1.6,09/09,Prata,Flex,167972.0,21990.0,https://www.shopcar.com.br/veiculos/ford/fiesta-sedan-1-6/09-09/1089271,Pelegrinelli Veículos,"Av. Rachid Neder, 696 - Monte Castelo - Campo Grande / MS",2009,2009, MS,"Av. Rachid Neder, 696 ", Monte Castelo , Campo Grande ,ford
1078646,64,Fiesta Sedan 1.0,09/09,Prata,Flex,138000.0,22000.0,https://www.shopcar.com.br/veiculos/ford/fiesta-sedan-1-0/09-09/1078646,K20 Motors,"Rua Piriá, 1208 - Guanandi - Campo Grande / MS",2009,2009, MS,"Rua Piriá, 1208 ", Guanandi , Campo Grande ,ford
1069570,65,Siena EL 1.0,10/10,Cinza,Flex,129000.0,22300.0,https://www.shopcar.com.br/veiculos/fiat/siena-el-1-0/10-10/1069570,Seicar Veículos,"Av. Bandeirantes, 2878 - Nova Bandeirantes - Campo Grande / MS",2010,2010, MS,"Av. Bandeirantes, 2878 ", Nova Bandeirantes , Campo Grande ,fiat
1088891,66,Ka 1.0,13/13,Prata,Flex,,22500.0,https://www.shopcar.com.br/veiculos/ford/ka-1-0/13-13/1088891,Flavio,Campo Grande - MS,2013,2013,,Campo Grande , MS,,ford
1071959,67,Vectra Elegance 2.0,06/07,Prata,Flex,128000.0,22500.0,https://www.shopcar.com.br/veiculos/gm-chevrolet/vectra-elegance-2-0/06-07/1071959,Prime Veículos,"Av. Pres. Ernesto Geisel, 5721 - Cabreúva - Campo Grande / MS",2006,2007, MS,"Av. Pres. Ernesto Geisel, 5721 ", Cabreúva , Campo Grande ,gm-chevrolet
1048107,68,Xsara Picasso GLX 1.6 16v,10/11,Preta,Flex,125000.0,22800.0,https://www.shopcar.com.br/veiculos/citro-n/xsara-picasso-glx-1-6-16v/10-11/1048107,Premium Motors,"Rua João Pedro de Souza,73 - Jardim Monte Líbano - Campo Grande / MS",2010,2011, MS,"Rua João Pedro de Souza,73 ", Jardim Monte Líbano , Campo Grande ,citro-n
1083562,69,Fiesta Hatch 1.6 4p.,08/09,Prata,Flex,105351.0,22990.0,https://www.shopcar.com.br/veiculos/ford/fiesta-hatch-1-6-4p/08-09/1083562,Teca Automóveis,"Rua 13 de Maio, 3843 - Centro - Campo Grande / MS",2008,2009, MS,"Rua 13 de Maio, 3843 ", Centro , Campo Grande ,ford
1088924,70,C4 Pallas GLX 2.0 16v,09/10,Preta,Flex,260000.0,23000.0,https://www.shopcar.com.br/veiculos/citro-n/c4-pallas-glx-2-0-16v/09-10/1088924,Tony Cavalcante Pereira,Campo Grande - MS,2009,2010,,Campo Grande , MS,,citro-n
1089166,71,Fox Plus 1.6 4p.,07/07,Verde,Flex,,23500.0,https://www.shopcar.com.br/veiculos/vw-volkswagen/fox-plus-1-6-4p/07-07/1089166,Bandi Car Veículos,"Av. Bandeirantes, 1878 - Taquarussu - Campo Grande / MS",2007,2007, MS,"Av. Bandeirantes, 1878 ", Taquarussu , Campo Grande ,vw-volkswagen
1077503,72,Voyage 1.0,09/09,Cinza,Flex,140500.0,23500.0,https://www.shopcar.com.br/veiculos/vw-volkswagen/voyage-1-0/09-09/1077503,Anderson Vieira Batista,Campo Grande - MS,2009,2009,,Campo Grande , MS,,vw-volkswagen
1078565,73,Corolla XEi 1.8 16v,03/03,Prata,Gasolina,170000.0,23900.0,https://www.shopcar.com.br/veiculos/toyota/corolla-xei-1-8-16v/03-03/1078565,Federal Car 2," Av. Bandeirantes, 3006 - Nova Bandeirantes - Campo Grande / MS",2003,2003, MS," Av. Bandeirantes, 3006 ", Nova Bandeirantes , Campo Grande ,toyota
1088659,74,Fiesta Hatch SE 1.0 4p.,14/14,Prata,Flex,81665.0,23900.0,https://www.shopcar.com.br/veiculos/ford/fiesta-hatch-se-1-0-4p/14-14/1088659,Nilson Correa da Trindade,Campo Grande - MS,2014,2014,,Campo Grande , MS,,ford
1078814,75,Sentra S 2.0 16v,07/08,Prata,Gasolina,244000.0,23900.0,https://www.shopcar.com.br/veiculos/nissan/sentra-s-2-0-16v/07-08/1078814,Federal Car 2," Av. Bandeirantes, 3006 - Nova Bandeirantes - Campo Grande / MS",2007,2008, MS," Av. Bandeirantes, 3006 ", Nova Bandeirantes , Campo Grande ,nissan
1089891,76,Uno Mille Economy Way 1.0 Fire 4p.,13/13,Branca,Flex,,23900.0,https://www.shopcar.com.br/veiculos/fiat/uno-mille-economy-way-1-0-fire-4p/13-13/1089891,RL Veículos,"Av. Pres. Ernesto Geisel, 5701 - Cabreúva - Campo Grande / MS",2013,2013, MS,"Av. Pres. Ernesto Geisel, 5701 ", Cabreúva , Campo Grande ,fiat
1082992,77,Corsa Sedan Classic LS 1.0,13/14,Branca,Flex,88000.0,23990.0,https://www.shopcar.com.br/veiculos/gm-chevrolet/corsa-sedan-classic-ls-1-0/13-14/1082992,CR Motors,"Rua Joaquim Murtinho, 1872 - Itanhangá Park - Campo Grande / MS",2013,2014, MS,"Rua Joaquim Murtinho, 1872 ", Itanhangá Park , Campo Grande ,gm-chevrolet
1086479,78,Fit LX 1.4,06/07,Cinza,Flex,147000.0,23990.0,https://www.shopcar.com.br/veiculos/honda/fit-lx-1-4/06-07/1086479,Auto Padrão Veículos ,"Rua Cuiabá, 1727 - Centro - Dourados / MS",2006,2007, MS,"Rua Cuiabá, 1727 ", Centro , Dourados ,honda
1089871,79,Fiesta Sedan 1.6,11/12,Prata,Flex,100015.0,24000.0,https://www.shopcar.com.br/veiculos/ford/fiesta-sedan-1-6/11-12/1089871,Kelly Nunes Silva,Campo Grande - MS,2011,2012,,Campo Grande , MS,,ford
1084493,80,Vectra CD 2.0,97/98,Prata,Gasolina,36900.0,24900.0,https://www.shopcar.com.br/veiculos/gm-chevrolet/vectra-cd-2-0/97-98/1084493,Leandro Veículos,"Av. Weimar Gonçalves Torres, 4200 - Centro - Dourados / MS",1997,1998, MS,"Av. Weimar Gonçalves Torres, 4200 ", Centro , Dourados ,gm-chevrolet
1081945,81,Vectra GT 2.0,08/08,Prata,Flex,174000.0,24900.0,https://www.shopcar.com.br/veiculos/gm-chevrolet/vectra-gt-2-0/08-08/1081945,R4 Motors,"Av Interlagos, 3388 - Vila Albuquerque - Campo Grande / MS",2008,2008, MS,"Av Interlagos, 3388 ", Vila Albuquerque , Campo Grande ,gm-chevrolet
