,nome_marca,id_marca,nome_modelo,id_modelo
0,Acura,1,Integra GS 1.8,1
1,Acura,1,Legend 3.2/3.5,2
2,Acura,1,NSX 3.0,3
3,Agrale,2,MARRUÁ 2.8 12V 132cv TDI Diesel,4
4,Agrale,2,MARRUÁ AM 100 2.8  CS TDI Diesel,4564
5,Agrale,2,MARRUÁ AM 100 2.8 CD TDI Diesel,4563
6,Agrale,2,MARRUÁ AM 150 2.8  CS TDI Diesel,4566
7,Agrale,2,MARRUÁ AM 150 2.8 CD TDI Diesel,4565
8,Agrale,2,MARRUÁ AM 200 2.8  CD TDI Diesel,4567
9,Agrale,2,MARRUÁ AM 200 2.8 CS TDI Diesel,4568
10,Agrale,2,MARRUÁ AM 50 2.8 140cv TDI Diesel,4569
11,Alfa Romeo,3,145 Elegant 1.7/1.8 16V,5
12,Alfa Romeo,3,145 Elegant 2.0 16V,6
13,Alfa Romeo,3,145 Quadrifoglio 2.0,7
14,Alfa Romeo,3,145 QV,8
15,Alfa Romeo,3,147 2.0 16V 148cv 4p Semi-Aut.,9
16,Alfa Romeo,3,155,10
17,Alfa Romeo,3,155 Super,11
18,Alfa Romeo,3,156 2.5 V6 24V 190cv 4p Aut.,12
19,Alfa Romeo,3,156 Sport Wagon 2.0 16V,13
20,Alfa Romeo,3,156 Sport Wagon 2.5 V6 24V 4p Aut.,14
21,Alfa Romeo,3,156 TS/Sport/Elegant 2.0 16V,15
22,Alfa Romeo,3,164 3.0 V6,16
23,Alfa Romeo,3,164 Super V6 24V,17
24,Alfa Romeo,3,166 3.0 V6 24V,18
25,Alfa Romeo,3,2300 TI/TI-4,19
26,Alfa Romeo,3,Spider 2.0/3.0,20
27,AM Gen,4,Hummer Hard-Top 6.5 4x4 Diesel TB,21
28,AM Gen,4,Hummer Open-Top 6.5 4x4 Diesel TB,22
29,AM Gen,4,Hummer Wagon 6.5 4x4 Diesel TB,23
30,Asia Motors,5,AM-825 Luxo 4.0 Diesel,24
31,Asia Motors,5,AM-825 Super Luxo 4.0 Diesel,25
32,Asia Motors,5,Hi-Topic SLX/SDX/DLX Full Diesel,26
33,Asia Motors,5,Hi-Topic STD Diesel,27
34,Asia Motors,5,Hi-Topic Van 2.7 Diesel (furgão),28
35,Asia Motors,5,Jipe Rocsta GT 4x4 2.2 Diesel,29
36,Asia Motors,5,Topic Carga 2.7 Diesel (furgão),30
37,Asia Motors,5,Topic Luxo Diesel,31
38,Asia Motors,5,Topic Super Luxo Diesel,32
39,Asia Motors,5,Towner Coach Full,33
40,Asia Motors,5,Towner Furgão,34
41,Asia Motors,5,Towner Glass Van,35
42,Asia Motors,5,Towner Luxo,36
43,Asia Motors,5,Towner Multiuso 5p,37
44,Asia Motors,5,Towner Panel Van,38
45,Asia Motors,5,Towner Pick-Up,39
46,Asia Motors,5,Towner SDX / DLX/ STD,40
47,Asia Motors,5,Towner Super Luxo,41
48,Asia Motors,5,Towner Truck,42
49,ASTON MARTIN,189,DB9 Coupe 6.0 V12 510cv,6906
50,ASTON MARTIN,189,DB9 Volante 6.0 V12 470cv,6340
51,ASTON MARTIN,189,Rapide 6.0 V12 477cv,6341
52,ASTON MARTIN,189,Rapide S 6.0 V12 550cv,6907
53,ASTON MARTIN,189,Vanquish V12 6.0 565cv,6909
54,ASTON MARTIN,189,Vantage 6.0 V12 510cv,6342
55,ASTON MARTIN,189,Vantage Coupe 4.7 V8 425cv,6343
56,ASTON MARTIN,189,Vantage Roadster 4.7 V8 420cv,6344
57,ASTON MARTIN,189,Vantage S 6.0 V12 565cv,6908
58,ASTON MARTIN,189,Vantage S Coupe 4.7 V8 430cv,6345
59,ASTON MARTIN,189,Virage Coupe 6.0 V12 490cv,6346
60,Audi,6,100 2.8 V6,43
61,Audi,6,100 2.8 V6 Avant,44
62,Audi,6,100 S-4 2.2 Avant Turbo,45
63,Audi,6,80 2.0,46
64,Audi,6,80 2.0 Avant,47
65,Audi,6,80 2.6/ 2.8,48
66,Audi,6,80 2.6/2.8 Avant,49
67,Audi,6,80 2.8 Cabriolet,50
68,Audi,6,80 S2 Avant,51
69,Audi,6,A1 1.4 TFSI 122cv S-tronic 3p,5496
70,Audi,6,A1 2.0 TFSI Quattro 256cv 3p,6293
71,Audi,6,A1 Sport 1.4 TFSI 185cv 3p S-tronic,6143
72,Audi,6,A1 Sport. S Edition 1.4 TFSI 5p S-tronic,7727
73,Audi,6,A1 Sportback 1.4 TFSI 185cv 5p S-tronic,6201
74,Audi,6,A1 Sportback 1.4 TFSI 5p S-tronic,6200
75,Audi,6,A1 Sportback 1.8 TFSI 192cv 5p S-tronic,7418
76,Audi,6,A3 1.6 3p,52
77,Audi,6,A3 1.6 3p Aut.,53
78,Audi,6,A3 1.6 5p,54
79,Audi,6,A3 1.6 5p Aut.,55
80,Audi,6,A3 1.6 8V 102cv 3p,4154
81,Audi,6,A3 1.8 3p,56
82,Audi,6,A3 1.8 3p Aut.,57
83,Audi,6,A3 1.8 5p Aut.,58
84,Audi,6,A3 1.8 5p Mec.,59
85,Audi,6,A3 1.8 Turbo 180cv 3p Aut./ Tip.,60
86,Audi,6,A3 1.8 Turbo 180cv 3p Mec.,61
87,Audi,6,A3 1.8 Turbo 180cv 5p Aut./ Tip.,62
88,Audi,6,A3 1.8 Turbo 180cv 5p Mec.,63
89,Audi,6,A3 1.8 Turbo 3p Aut.,64
90,Audi,6,A3 1.8 Turbo 3p Mec.,65
91,Audi,6,A3 1.8 Turbo 5p Aut.,66
92,Audi,6,A3 1.8 Turbo 5p Mec.,67
93,Audi,6,A3 Cabriolet 1.8 16V TFSI 180cv S-tronic,6950
94,Audi,6,A3 Cabriolet Ambition 2.0 TFSI S-tronic,8227
95,Audi,6,A3 Cabriolet Perfor. 2.0 TFSI S-tronic,8559
96,Audi,6,A3 Sed. Ambition 2.0 TSFI 220cv S-tronic,7419
97,Audi,6,A3 Sed. P. Plus Tech 1.4 Flex TFSI Tip.,8945
98,Audi,6,A3 Sed. P.Plus 1.4 25Anos Flex TFSI Tip.,8768
99,Audi,6,A3 Sed. Perform. Black 2.0 TFSI S-tronic,8983
100,Audi,6,A3 Sed.1.8/1.8 Ambit.16V TB FSI S-tronic,6689
101,Audi,6,A3 Sedan 1.4 TFSI Flex Tiptronic 4p,7391
102,Audi,6,A3 Sedan 1.4/ Attra. 16V TB FSI S-tronic,6768
103,Audi,6,A3 Sedan Performance 2.0 TFSI S-tronic,8560
104,Audi,6,A3 Sedan Prestige 1.4 TFSI Flex Tip.,8561
105,Audi,6,A3 Sedan Prestige Plus 1.4 TFSI Flex Tip,8562
106,Audi,6,A3 Sport 1.8 16V TFSI S-tronic 3p,6461
107,Audi,6,A3 Sport 2.0 16V TFSI S- tronic,5125
108,Audi,6,A3 Sportb. Prestige Plus 1.4 TFSI S-tron,8563
109,Audi,6,A3 Sportback 1.4 TFSI S-tronic,6510
110,Audi,6,A3 Sportback 1.6 8V 102cv 5p,4155
111,Audi,6,A3 Sportback 1.8 16V TFSI S-tronic 5p,6511
112,Audi,6,A3 Sportback 2.0 16V TFSI Mec.,4156
113,Audi,6,A3 Sportback 2.0 16V TFSI S-tronic,4157
114,Audi,6,A4 1.8  Aut.,68
115,Audi,6,A4 1.8  Mec.,69
116,Audi,6,A4 1.8 Avant Aut.,70
117,Audi,6,A4 1.8 Avant Mec.,71
118,Audi,6,A4 1.8 Avant Turbo Mec.,72
119,Audi,6,A4 1.8 Avant Turbo Tip./ Multitronic,73
120,Audi,6,A4 1.8 Tip./ Multitronic Turbo,74
121,Audi,6,A4 1.8 Turbo,75
122,Audi,6,A4 2.0 16V TFSI 183/180cv Multitronic,4843
123,Audi,6,A4 2.0 16V TFSI 200/ 214cv Multitronic,4182
124,Audi,6,A4 2.0 16V TFSI Quattro Stronic,6144
125,Audi,6,A4 2.0 20V 130cv Multitronic 4p,76
126,Audi,6,A4 2.0 Avant 16V TFSI Quattro Stronic,6145
127,Audi,6,A4 2.0 Avant Ambie. 2.0 16V TFSi S tron.,7750
128,Audi,6,A4 2.0 Avant TFSI 183/180cv Multitroni,4844
129,Audi,6,A4 2.0 Avant TFSI 200/214cv Multitron.,4183
130,Audi,6,A4 2.4 30V Avant Mec.,77
131,Audi,6,A4 2.4 30V Avant Tip./Multitronic,78
132,Audi,6,A4 2.4 30V Mec.,79
133,Audi,6,A4 2.4 30V Tip./Multitronic,80
134,Audi,6,A4 2.4 Avant V6 30V Quattro Mec.,81
135,Audi,6,A4 2.4 Avant V6 30V Quattro Tiptronic,82
136,Audi,6,A4 2.4 V6 30V Quattro Mec.,83
137,Audi,6,A4 2.4 V6 30V Quattro Tiptronic,84
138,Audi,6,A4 2.8,85
139,Audi,6,A4 2.8 30V  Tiptronic/ Aut.,86
140,Audi,6,A4 2.8 30V Mec.,87
141,Audi,6,A4 2.8 Avant V6 12V,88
142,Audi,6,A4 2.8 Avant V6 30V Mec.,89
143,Audi,6,A4 2.8 Avant V6 30V Quattro Mec.,90
144,Audi,6,A4 2.8 Avant V6 30V Quattro Tiptronic,91
145,Audi,6,A4 2.8 Avant V6 30V Tiptronic,92
146,Audi,6,A4 2.8 V6 30V  Quattro Tiptronic,93
147,Audi,6,A4 2.8 V6 30V Quattro Mec.,94
148,Audi,6,A4 3.0 30V 218cv Multitronic 4p,95
149,Audi,6,A4 3.0 30V 218cv Quattro Tiptron./Aut 4p,96
150,Audi,6,A4 3.0 Avant 30V 218cv Multitronic 5p,97
151,Audi,6,A4 3.0 Avant 30V 218cv Quattro Tiptronic,98
152,Audi,6,A4 3.0 Cabriolet 30V 218cv Multitronic,99
153,Audi,6,A4 3.2 FSI 24V 255cv Multitronic,4286
154,Audi,6,A4 3.2 FSI 24V 269cv Quattro Tiptronic,4731
155,Audi,6,A4 3.2 FSI Avant 24V 255cv Multitronic,4287
156,Audi,6,A4 3.2 FSI Avant 24V Quattro S Tronic,4935
157,Audi,6,A4 3.2 FSI Cabriolet 24V 255cv Multitron,4288
158,Audi,6,A4 Ambiente 2.0 TFSI 190cv S tronic,7717
159,Audi,6,A4 Ambition 2.0 TFSI Quattro S tronic,7894
160,Audi,6,A4 Attraction 2.0 TFSI 190cv S tronic,7656
161,Audi,6,A4 Avant Lim. Ed. 2.0 TFSI S tronic,8228
162,Audi,6,A4 Avant Prest. Plus 2.0 TFSI S-tronic,8769
163,Audi,6,A4 Launch Edition 2.0 TFSI 190cv S troni,7537
164,Audi,6,A4 Limited Edition 2.0 TFSI S tronic,8229
165,Audi,6,A4 Perfor. Black 2.0 TFSI Quat. S tronic,9223
166,Audi,6,A4 Prestige 2.0 TFSI 190cv S-tronic,8770
167,Audi,6,A4 Prestige Plus 2.0 TFSI 190cv S tronic,8771
168,Audi,6,A5 3.2 FSI 24V 269cv Multitronic,4798
169,Audi,6,A5 3.2 FSI V6 24V 269cv Quattro Tiptroni,5126
170,Audi,6,A5 Ambiente Sportb. 2.0 TFSI S tonic,7999
171,Audi,6,A5 Ambit. Plus Sport. 2.0 TFSI S tronic,8000
172,Audi,6,A5 Ambit. Sport. 2.0 TFSI S tronic,8001
173,Audi,6,A5 Attraction Sportb. 2.0 TFSI S tronic,8002
174,Audi,6,A5 Cabriolet 2.0 TFSI Quattro Stronic,6082
175,Audi,6,A5 Coupê 2.0 TFSI Quattro Stronic,6083
176,Audi,6,A5 Sportb. 2.0 16V TFSI Quat. S-tronic,6084
177,Audi,6,A5 Sportb. Perf. 2.0 TFSI Quat. S-tronic,8564
178,Audi,6,A5 Sportb. Prestige 2.0 16V TFSI S-troni,8565
179,Audi,6,A5 Sportb.Perf.B. 2.0 TFSI Quat. S-troni,8566
180,Audi,6,A5 Sportb.Prestige Plus 2.0 TFSI S-tronc,8567
181,Audi,6,A5 Sportback 1.8 TFSI 170cv Multi.,7022
182,Audi,6,A5 Sportback 2.0 16V TFSI 180cv Multi.,6043
183,Audi,6,A5 Sportback 2.0 16V TFSI 211cv Multi.,5234
184,Audi,6,A5 Sportback S-Line 2.0 TFSI S-tronic,8772
185,Audi,6,A6 2.0 TFSI 252cv S tronic 4p,7254
186,Audi,6,A6 2.4 30V Mec,100
187,Audi,6,A6 2.4 30V Tip./Multitronic,101
188,Audi,6,A6 2.4 Avant 30V Mec.,102
189,Audi,6,A6 2.4 Avant 30V Tip./ Multitronic,103
190,Audi,6,A6 2.4 Avant V6 30V Quattro Mec.,104
191,Audi,6,A6 2.4 Avant V6 30V Quattro Tiptronic,105
192,Audi,6,A6 2.4 V6 30V Quattro Mec,106
193,Audi,6,A6 2.4 V6 30V Quattro Tiptronic,107
194,Audi,6,A6 2.7 30V Avant Tiptronic,108
195,Audi,6,A6 2.7 30V Mec.,109
196,Audi,6,A6 2.7 Avant Quattro Tiptronic,110
197,Audi,6,A6 2.7 Quattro Tiptronic,111
198,Audi,6,A6 2.8,112
199,Audi,6,A6 2.8 30V Mec.,113
200,Audi,6,A6 2.8 30V Tiptronic,114
201,Audi,6,A6 2.8 Avant,115
202,Audi,6,A6 2.8 Avant 30V Mec.,116
203,Audi,6,A6 2.8 Avant 30V Tiptronic,117
204,Audi,6,A6 2.8 Avant V6 30V Quattro Mec.,118
205,Audi,6,A6 2.8 Avant V6 30V Quattro Tiptronic,119
206,Audi,6,A6 2.8 V6 30V Quattro Mec.,120
207,Audi,6,A6 2.8 V6 30V Quattro Tiptronic,121
208,Audi,6,A6 3.0 Avant V6 30V 218cv Multitronic 5p,122
209,Audi,6,A6 3.0 Avant. TB FSI V6 Quattro Tip. 5p,5374
210,Audi,6,A6 3.0 Avant.TFSI V6 Quattro S tronic 5p,6413
211,Audi,6,A6 3.0 TB FSI V6 Quattro Tiptronic,4958
212,Audi,6,A6 3.0 TFSI V6 Quattro S tronic 4p,6414
213,Audi,6,A6 3.0 V6 30V 218cv Multitronic 4p,123
214,Audi,6,A6 3.2 FSI 24V 255cv Multitronic,4526
215,Audi,6,A6 4.2 Avant Quattro Tiptronic,124
216,Audi,6,A6 4.2 Quattro Tiptronic,125
217,Audi,6,A6 Allroad 3.0 TFSI V6 Quattro S tronic,6462
218,Audi,6,A6 Perf. Black 3.0 TFSI Quattro S-tronic,9298
219,Audi,6,A6 Performance 3.0 TFSI Quattro S.tronic,8814
220,Audi,6,A7 SP.b. Perf. Bla. 3.0 TFSI Quat. S-tro,9319
221,Audi,6,A7 Sportback 2.0 TFSI S Tronic,7447
222,Audi,6,A7 Sportback 3.0 TFSI Quattro S Tronic,5549
223,Audi,6,A7 Sportback Perf. 3.0 TFSI S-tron Quat.,8815
224,Audi,6,A8 3.0 TFSI 310cv Quattro Tiptronic 4p,7127
225,Audi,6,A8 4.0 TFSI Quattro Tiptronic,6631
226,Audi,6,A8 4.2 Quattro Tiptronic,126
227,Audi,6,A8 4.2 V8 32V Tiptronic,127
228,Audi,6,A8 6.0 W12 48V 450cv Quattro Tiptronic,3928
229,Audi,6,A8 6.3 W12 48V Quattro Tiptronic,5717
230,Audi,6,Allroad 2.7 30V Quattro Turbo Tiptronic,128
231,Audi,6,Avant RS2,129
232,Audi,6,E-TRON Performa. Black Aut. (Elétrico),9077
233,Audi,6,E-TRON Performace Aut. (Elétrico),9078
234,Audi,6,E-TRON Sportb. Perf.Black Aut.(Elétrico),9186
235,Audi,6,E-TRON Sportback Perf. Aut. (Elétrico),9187
236,Audi,6,Q3 1.4 TFSI/TFSI Flex S-tronic 5p,7255
237,Audi,6,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,6044
238,Audi,6,Q3 2.0 TFSI Quat. 211/220cv S-tronic 5p,6045
239,Audi,6,Q3 Black Ed. 1.4 TFSI Flex/Black S-tron.,8230
240,Audi,6,Q3 Black S Line 1.4 TFSI S-tronic,9304
241,Audi,6,Q3 P. Plus 1.4 TFSI Flex/P.Plus S-tronic,8569
242,Audi,6,Q3 Prest. 1.4 TFSI Flex/Prest. S-tronic,8568
243,Audi,6,Q5 2.0 16V TFSI 225cv Quattro Tiptronic,6573
244,Audi,6,Q5 2.0 16V TFSI Quattro S Tronic,4936
245,Audi,6,Q5 2.0 TFSI Quattro S tronic (Blindado),8231
246,Audi,6,Q5 3.0 V6 TFSI 272cv Quattro Tiptronic,6486
247,Audi,6,Q5 3.2 FSI V6 Quattro S Tronic,4959
248,Audi,6,Q5 Ambiente 2.0 TFSI Quattro S tronic,8036
249,Audi,6,Q5 Ambition 2.0 TFSI Quattro S tronic,8037
250,Audi,6,Q5 Attraction 2.0 TFSI Quattro S tronic,8038
251,Audi,6,Q5 Black 2.0 TFSI Quattro S tronic,8583
252,Audi,6,Q5 Prestige 2.0 TFSI Quattro S tronic,8584
253,Audi,6,Q5 Prestige Plus 2.0 TFSI Quat. S tronic,8585
254,Audi,6,Q5 S-Line 2.0 TFSI Quattro S-tronic,8773
255,Audi,6,Q7 3.0 V6 TDI Quat.Tip. 5p Die./Perfor.,7917
256,Audi,6,Q7 3.0 V6 TFSI  Quat.Tip.5p/ Performance,5445
257,Audi,6,Q7 3.6 V6 284cv Quattro Tiptronic,4694
258,Audi,6,Q7 4.2 V8 40V 350cv Quattro Tiptronic,4184
259,Audi,6,Q7 Perf. Black 3.0 V6 TFSI Quat.Tip. 5p,8659
260,Audi,6,Q7 Perf.Black 3.0 TDI Quat.Tip.5p Dies.,8658
261,Audi,6,Q7 S-Line 3.0 V6 TFSI Quattro Tiptronic,9205
262,Audi,6,Q8 Perf.Black 3.0 TFSI Quattro S-tronic,9290
263,Audi,6,Q8 Performance 3.0 TFSI Quattro S-tronic,9291
264,Audi,6,R8 4.2 V8 426cv Quattro R-tronic,5235
265,Audi,6,R8 5.2 V10 Quattro R-tronic/S-tronic,5236
266,Audi,6,R8 GT 5.2 V10 560cv Quattro R-tronic,5974
267,Audi,6,R8 Spyder 5.2 Quattro R-tronic/S-tronic,5550
268,Audi,6,RS Q3 2.5 TFSI Quattro S-tronic 5p,6865
269,Audi,6,RS Q3 Sportback 2.5 TFSI Quattro S-tron.,9292
270,Audi,6,RS Q8 4.0 Bi-TB V8 FSI Quattro Tiptronic,9224
271,Audi,6,RS3 Sedan 2.5 TFSI Quattro S-tronic,8175
272,Audi,6,RS3 Sportback 2.5 TFSI Quattro S-tronic,5922
273,Audi,6,RS4 2.7 Avant V6 30V BI-TB Quattro 380cv,130
274,Audi,6,RS4 2.9 Avant V6 TFSI Quattro Tiptronic,8628
275,Audi,6,RS4 4.2 Avant 32V FSI Quattro S-tronic,6487
276,Audi,6,RS5 4.2 FSI V8 450cv Quattro S-Tron. 2p,5410
277,Audi,6,RS5 Coupê 2.9 V6 TFSI Quattro Tiptronic,8629
278,Audi,6,RS5 Sportback 2.9 V6 TFSI Quattro Tip.,9247
279,Audi,6,RS6 4.0 Avant TFSI BI-TB Quattro Tip. 5p,6690
280,Audi,6,RS6 4.2 450cv BI-TB Quattro Tiptronic 4p,131
281,Audi,6,RS6 4.2 Avant  BI-TB Quattro Tiptron. 5p,132
282,Audi,6,RS6 5.0 Avant.FSI V10 Bi-TB Quattro Tip.,5335
283,Audi,6,RS6 5.0 FSI V10 Bi-TB Quattro Tip.,5336
284,Audi,6,RS7 Sportback 4.0 TFSI Quattro Tiptronic,6883
285,Audi,6,S Q5 3.0 V6 TFSI 354cv Quattro Tiptronic,6769
286,Audi,6,S3 1.8 225cv Turbo Quattro,133
287,Audi,6,S3 Sedan 2.0 TFSI Quattro 286cv S-tronic,6951
288,Audi,6,S3 Sportback 2.0 TFSI Quattro S Tronic,5127
289,Audi,6,S4 2.7 Avant Turbo Quattro,134
290,Audi,6,S4 2.7 Turbo Quattro Mec.,135
291,Audi,6,S4 3.0 Avant TFSI V6 24V Quattro Stronic,6085
292,Audi,6,S4 3.0 TFSI V6 24V Quattro Stronic,6086
293,Audi,6,S4 4.2 Avant V8 40V 344cv Quattro Tipt.,136
294,Audi,6,S4 4.2 V8 40V 344cv Quattro Tiptronic,137
295,Audi,6,S5 Cabriolet 3.0 TFSI Quattro Stronic,6087
296,Audi,6,S5 Coupê 3.0 TFSI Quattro Stronic,6088
297,Audi,6,S5 Sportback 3.0 TFSI Quattro Stronic,6089
298,Audi,6,S6 2.2 20V TB,138
299,Audi,6,S6 2.2 Avant 20V TB,139
300,Audi,6,S6 4.0 TFSI Quattro S-Tronic 4p,7302
301,Audi,6,S6 4.2 Avant V8 40V Quattro Tiptronic,140
302,Audi,6,S6 4.2 V8 40V Quattro Mec,141
303,Audi,6,S6 4.2 V8 40V Quattro Tiptronic,142
304,Audi,6,S6 5.2 Avant FSI V10 435cv Quattro Tiptr,5186
305,Audi,6,S6 5.2 FSI V10 435cv Quattro Tiptronic,5187
306,Audi,6,S6 Plus 4.2 Avant V8 32V,143
307,Audi,6,S6 Plus 4.2 V8 32V,144
308,Audi,6,S7 4.0 TFSI 420/450cv Quattro S-tronic,6632
309,Audi,6,S8 4.0 TFSI Quattro Tiptronic 4p,7128
310,Audi,6,S8 4.2 Mec,145
311,Audi,6,S8 4.2 Quattro Mec.,146
312,Audi,6,S8 4.2 Quattro Tiptronic,147
313,Audi,6,S8 4.2 Tiptronic,148
314,Audi,6,TT 1.8 TB 180cv,149
315,Audi,6,TT 1.8 TB Quattro 225cv,150
316,Audi,6,TT 2.0 16v TFSI S-Tronic,4330
317,Audi,6,TT Roadster 1.8 TB Quattro 225cv (Conv.),151
318,Audi,6,TT Roadster 2.0 16v TFSI S-Tronic,4431
319,Audi,6,TTRS 2.5 TFSI QUATTRO S Tronic,6258
320,Audi,6,TTRS Roadster 2.5 TB FSI Quat. S Tronic,6259
321,Audi,6,TTS 2.0 TFSI QUATTRO S Tronic,5128
322,Audi,6,TTS Roadster 2.0 TB FSI Quattro S Tronic,5129
323,Baby,207,Buggy 1.6 2-Lug.,8274
324,Baby,207,Buggy 1.6/ TST/ RS 1.6 4-Lug.,8275
325,Baby,207,Buggy RS Evolution 1.8 8V,8276
326,BMW,7,116iA 1.6 TB 16V 136cv 5p,6146
327,BMW,7,118i Sport 1.5 TB 12V Aut. 5p,8946
328,BMW,7,118iA 2.0 16V 136cv 3p,5576
329,BMW,7,118iA 2.0 16V 136cv 5p,4960
330,BMW,7,118iA Full 1.6 TB 16V 170cv 5p,6147
331,BMW,7,118iA/ Urban/Sport 1.6 TB 16V 170cv 5p,5923
332,BMW,7,120i 2.0 16V 150cv/ 156cv 5p,152
333,BMW,7,120iA 2.0 16V 150cv/ 156cv 5p,153
334,BMW,7,120iA 2.0 16V 156cv 3p,4700
335,BMW,7,120iA Cabrio 2.0 16V 156cv 2p,4683
336,BMW,7,120iA Sport 2.0/ActiveFlex 16V Aut.,7178
337,BMW,7,125i M Sport/Active Flex 2.0 TB Aut. 5p,6377
338,BMW,7,130i 3.0 24V 265cv 5p,3879
339,BMW,7,130iA 3.0 24V 265cv 3p,4473
340,BMW,7,130iA 3.0 24V 265cv 5p,4199
341,BMW,7,135iA Coupé 3.0 24V 306cv,4961
342,BMW,7,218i Gran Coupe Sport GP 1.5 Bi-Turbo,9036
343,BMW,7,220i Tourer Active Flex 2.0 TB Aut.,7448
344,BMW,7,225i Active Tourer Sport 2.0 TB Aut.,7129
345,BMW,7,316 (todas),154
346,BMW,7,316i 1.6 TB 16V 136cv 4p,6660
347,BMW,7,318i Cabrio 1.8 16V,155
348,BMW,7,318i/iA 1.8 16V,156
349,BMW,7,318i/iA Compact 1.8 16V,157
350,BMW,7,318iA 2.0 16V 136cv 5p,5607
351,BMW,7,318iS/ISA 1.9 16V,158
352,BMW,7,318Ti Compact Mec,159
353,BMW,7,318Ti/TiA Compact 1.9 16V,160
354,BMW,7,320i,161
355,BMW,7,320iA,162
356,BMW,7,320iA 2.0 TB M Sport A.Flex/M.Sport 4p,7256
357,BMW,7,320iA 2.0 Turbo/ActiveFlex 16V/GP  4p,6090
358,BMW,7,320iA GT Sport 2.0 Turbo 16V 184cv 5p,6609
359,BMW,7,320iA Modern/Sport TB 2.0/A.Flex/GP 4p,6091
360,BMW,7,323Ci Coupê,163
361,BMW,7,323CiA Coupê,164
362,BMW,7,323i 2.5 24V,165
363,BMW,7,323i Confort,166
364,BMW,7,323i Sport,167
365,BMW,7,323i Touring,168
366,BMW,7,323i/iA Exclusive,172
367,BMW,7,323iA 2.5 24V,169
368,BMW,7,323iA Confort,170
369,BMW,7,323iA Entry Sedan,171
370,BMW,7,323iA Sport,173
371,BMW,7,323iA Top Sedan,174
372,BMW,7,323iA Touring,175
373,BMW,7,323Ti Compact,176
374,BMW,7,323Ti Compact Sport,177
375,BMW,7,323TiA Compact Top,178
376,BMW,7,325i,179
377,BMW,7,325i/iA Cabrio,180
378,BMW,7,325iA,181
379,BMW,7,325iA 2.5 24V Protection,182
380,BMW,7,325iA Coupé 2.5 24V 2p,183
381,BMW,7,325iA Touring,3955
382,BMW,7,328i Exclusive 2.8 24V,184
383,BMW,7,328i Touring/Sport,185
384,BMW,7,328i/iA (modelo antigo),186
385,BMW,7,328i/iA (novo modelo),187
386,BMW,7,328i/iA Cabrio,188
387,BMW,7,328iA 2.0 TB/2.0 TB Flex 16V 4p,6046
388,BMW,7,328iA Exclusive 2.8 24V,189
389,BMW,7,328iA GT M Sport 2.0 Turbo 16V 245cv 5p,6633
390,BMW,7,328iA Luxury/Modern 2.0 TB 16V 4p,6047
391,BMW,7,328iA M Sport 2.0 16V Flex 4p,7303
392,BMW,7,328iA Plus 2.0 TB 16V 245cv 4p,6048
393,BMW,7,328iA Sport 2.0 16V/2.0 16V Flex 4p,6049
394,BMW,7,328iA Touring/Sport,190
395,BMW,7,330Ci Cabriolet,191
396,BMW,7,330CiA Cabriolet,192
397,BMW,7,330e M Sport 2.0 Turbo Híbrido Aut.,9079
398,BMW,7,330i M Sport 2.0 TB 16V 4p,8630
399,BMW,7,330i MotorSport 3.0 24V 4p,193
400,BMW,7,330i Sport 2.0 TB 16V 4p,8688
401,BMW,7,330iA Exclusive 3.0 24V 4p,3956
402,BMW,7,330iA MotorSport 4p,194
403,BMW,7,330iA Top 4p,195
404,BMW,7,335i 3.0 ActiveHybrid 3,6512
405,BMW,7,335iA 3.0 24V 306cv,4272
406,BMW,7,335iA Cabriolet 3.0 24V 306cv,4416
407,BMW,7,335iA M Sport 3.0 24V 306cv 4p,6513
408,BMW,7,335iA Sport 3.0 24V 306cv 4p,6148
409,BMW,7,420i Cabriolet Sport 2.0 TB 184cv 2p,7083
410,BMW,7,428i Cabriolet Sport 2.0 TB 245cv 2p,6952
411,BMW,7,428i Gran Coupe M Sport 2.0 TB 245cv,7084
412,BMW,7,428i Gran Coupe Sport 2.0 TB 245cv,7085
413,BMW,7,430i Cab. Sport Limited Ed.2.0 TB 2p,7728
414,BMW,7,430i Cabriolet Sport 2.0 TB 252cv 2p,7875
415,BMW,7,430i Gran Coupé M Sport TB 5p,7729
416,BMW,7,435iA M Sport Coupe 3.0 24V 306cv 2p,6691
417,BMW,7,520i 2.0 16V,196
418,BMW,7,525i/iA,197
419,BMW,7,525i/iA Touring,198
420,BMW,7,528i/iA,199
421,BMW,7,528iA 2.0 Turbo 16V 245cv 4p,6149
422,BMW,7,528iA High,200
423,BMW,7,528iA M Sport 2.0 Turbo 16V 245cv 4p,6514
424,BMW,7,528iA Touring,201
425,BMW,7,530e M Sport 2.0 Turbo Híbrido Aut.,8543
426,BMW,7,530i M Sport 2.0 Turbo 252cv Aut.,7918
427,BMW,7,530i Security,8816
428,BMW,7,530i/iA,202
429,BMW,7,530i/iA Touring,203
430,BMW,7,535i/iA 3.5 24V,204
431,BMW,7,535iA 3.0 24V 306cv Bi-Turbo,5267
432,BMW,7,535iA GT 3.0 306cv Bi-Turbo,5292
433,BMW,7,535iA M Sport 3.0 24V 306cv Bi-Turbo,6415
434,BMW,7,540i,205
435,BMW,7,540i M Sport 3.0 Turbo 340cv Aut.,7919
