8,Fox 1.0 4p.,08/09,Preta,Flex,Não disponível,"R$ 25.900,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/fox-1-0-4p/08-09/1233448,Tertulina Motors,"Rua Antônio Mena Gonçalves, 46 - Coronel Antonino - Campo Grande / MS"
9,Palio 1.0 Fire 4p.,11/12,Preta,Flex,Não disponível,"R$ 25.900,00",https://www.shopcar.com.br/veiculos/fiat/palio-1-0-fire-4p/11-12/1220059,João Paulo Chink Moreira,Naviraí - MS
10,Vectra GT-X 2.0 A/T,07/08,Cinza,Flex,Não disponível,"R$ 25.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/vectra-gt-x-2-0/07-08/1220006,Adelir Luiz Kaspary,Campo Grande - MS
11,Fusca 1300,74/74,Bege,Gasolina,Não disponível,"R$ 26.000,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/fusca-1300/74-74/1212045,V-CAR multimarcas,"Rua Ipitanga, 314 - Parque Novos Estados - Campo Grande / MS"
12,Celta LT 1.0 4p.,11/12,Prata,Flex,Não disponível,"R$ 26.500,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/celta-lt-1-0-4p/11-12/1225353,Gian Luca Assumpção Massa,Dourados - MS
13,Gol 1.0 4p.,10/11,Cinza,Flex,Não disponível,DETALHES,https://www.shopcar.com.br/veiculos/vw-volkswagen/gol-1-0-4p/10-11/1228663,Sidnei Montani,Campo Grande - MS
14,Palio Weekend Adventure 1.8,04/05,Prata,Flex,Não disponível,DETALHES,https://www.shopcar.com.br/veiculos/fiat/palio-weekend-adventure-1-8/04-05/1225661,MGR Veículos,"Av. Afonso Pena, 3865 - Centro - Campo Grande / MS"
15,Palio Weekend Adventure 1.8 Tryon,07/07,Preta,Flex,Não disponível,"R$ 26.900,00",https://www.shopcar.com.br/veiculos/fiat/palio-weekend-adventure-1-8-tryon/07-07/1190921,Premium Motors,"Rua João Pedro de Souza,73 - Jardim Monte Líbano - Campo Grande / MS"
16,Uno Vivace 1.0 2p.,12/13,Cinza,Flex,Não disponível,DETALHES,https://www.shopcar.com.br/veiculos/fiat/uno-vivace-1-0-2p/12-13/1128186,Saad Motors,"Av. Fernando Correa da Costa, 1067 - Centro - Campo Grande / MS"
17,Vectra Elite 2.4 16v A/T,07/07,Preta,Flex,Não disponível,"R$ 26.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/vectra-elite-2-4-16v/07-07/1232901,Wyllian Teixeira Wincler,Dourados - MS
18,Linea HLX 1.9 16v A/T,10/10,Preta,Flex,Não disponível,"R$ 27.500,00",https://www.shopcar.com.br/veiculos/fiat/linea-hlx-1-9-16v/10-10/1220823,Mauro Luiz,Campo Grande - MS
19,Logan Expression 1.6 16v A/T,13/13,Preta,Flex,Não disponível,"R$ 27.900,00",https://www.shopcar.com.br/veiculos/renault/logan-expression-1-6-16v/13-13/1220332,Mauro Luiz,Campo Grande - MS
0,Corsa Sedan Classic LS 1.0,11/12,Prata,Flex,Não disponível,"R$ 27.990,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/corsa-sedan-classic-ls-1-0/11-12/1225203,Automóbile Multimarcas,"Av. Ricardo Brandão, 646 - Itanhangá Park - Campo Grande / MS"
1,Strada Adventure 1.8 C.E.,04/05,Preta,Flex,Não disponível,"R$ 27.990,00",https://www.shopcar.com.br/veiculos/fiat/strada-adventure-1-8-c-e/04-05/1223386,BSG Veículos,"Av. Cel. Antonino, 2053 - Conj. Res. Estrela do Sul - Campo Grande / MS"
2,Strada 1.4 Fire C.S.,08/09,Azul,Flex,Não disponível,DETALHES,https://www.shopcar.com.br/veiculos/fiat/strada-1-4-fire-c-s/08-09/1232724,Saraiva Automóveis,"Av. Bandeirantes, 2900 - Vila Jacy - Campo Grande / MS"
3,Fit LXL 1.4 A/T,03/04,Dourada,Gasolina,Não disponível,DETALHES,https://www.shopcar.com.br/veiculos/honda/fit-lxl-1-4/03-04/1225788,Leandro Veículos,"Av. Weimar Gonçalves Torres, 4200 - Centro - Dourados / MS"
4,Gol Trend 1.0 4p.,12/13,Branca,Flex,Não disponível,"R$ 28.990,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/gol-trend-1-0-4p/12-13/1224565,KV Veículos,"R. Alegrete, 2139 - Cel. Antonino - Campo Grande / MS"
5,Linea Essence 1.8 16v,11/12,Branca,Flex,Não disponível,DETALHES,https://www.shopcar.com.br/veiculos/fiat/linea-essence-1-8-16v/11-12/1233342,Leandro Ferreira de Lima,Campo Grande - MS
6,Uno Way 1.0 4p.,12/12,Prata,Flex,Não disponível,"R$ 29.000,00",https://www.shopcar.com.br/veiculos/fiat/uno-way-1-0-4p/12-12/1222458,Stefhanne Nery da Silva,Campo Grande - MS
7,Gol Trend 1.0 4p.,11/12,Cinza,Flex,Não disponível,DETALHES,https://www.shopcar.com.br/veiculos/vw-volkswagen/gol-trend-1-0-4p/11-12/1224807,Realize Automóveis,"Av. Salgado Filho, 935 - Amambai - Campo Grande / MS"
8,C4 Pallas GLX 2.0 16v,09/10,Prata,Flex,Não disponível,"R$ 29.900,00",https://www.shopcar.com.br/veiculos/citro-n/c4-pallas-glx-2-0-16v/09-10/1233071,Fabiano Ricardo de Oliveira Bellesia,Campo Grande - MS
9,Corolla XLi 1.6 16v,06/07,Bege,Gasolina,Não disponível,"R$ 29.900,00",https://www.shopcar.com.br/veiculos/toyota/corolla-xli-1-6-16v/06-07/1223284,Premium Motors,"Rua João Pedro de Souza,73 - Jardim Monte Líbano - Campo Grande / MS"
10,Fiesta Sedan 1.6,10/11,Prata,Flex,Não disponível,"R$ 29.900,00",https://www.shopcar.com.br/veiculos/ford/fiesta-sedan-1-6/10-11/1231789,Iron Bartiê Sanches,Dourados - MS
11,Montana Sport 1.8,08/08,Vermelha,Flex,Não disponível,"R$ 29.900,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/montana-sport-1-8/08-08/1234170,Max Almeida Pereira,Campo Grande - MS
12,Siena EL 1.0,11/12,Prata,Flex,Não disponível,DETALHES,https://www.shopcar.com.br/veiculos/fiat/siena-el-1-0/11-12/1211006,Federal Car,"Av. Bandeirantes, 2236 - Nova Bandeirantes - Campo Grande / MS"
13,Uno Mille Economy Way 1.0 Fire 4p.,12/13,Vermelha,Flex,Não disponível,"R$ 29.900,00",https://www.shopcar.com.br/veiculos/fiat/uno-mille-economy-way-1-0-fire-4p/12-13/1225762,SM Car,"Av. Das Bandeiras, 2449 - Piratininga - Campo Grande / MS"
14,Celta LT 1.0 4p.,12/13,Prata,Flex,Não disponível,"R$ 29.990,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/celta-lt-1-0-4p/12-13/1215442,Garage 66,"Rua Hayel Bon Faker, 1495 - Jardim Agua Boa - Dourados / MS"
15,Corolla XLi 1.6 16v,05/06,Prata,Gasolina,Não disponível,DETALHES,https://www.shopcar.com.br/veiculos/toyota/corolla-xli-1-6-16v/05-06/1207569,New Car Multimarcas,"Rua do Rosário, 259 - Vila Gomes - Campo Grande / MS"
16,Corsa Sedan Classic LS 1.0,14/15,Preta,Flex,Não disponível,"R$ 29.990,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/corsa-sedan-classic-ls-1-0/14-15/1228051,Patrikhy Gheorges Soares ,Campo Grande - MS
17,SpaceFox 1.6,08/09,Prata,Flex,Não disponível,"R$ 30.000,00",https://www.shopcar.com.br/veiculos/vw-volkswagen/spacefox-1-6/08-09/1232365,K20 Motors,"Rua Piriá, 1208 - Guanandi - Campo Grande / MS"
18,Corsa Sedan Classic LS 1.0,13/13,Cinza,Flex,Não disponível,"R$ 30.800,00",https://www.shopcar.com.br/veiculos/gm-chevrolet/corsa-sedan-classic-ls-1-0/13-13/1231894,Duarte Automóveis,"Rua Dr. Paulo Machado, 383 - Jardim dos Estados - Campo Grande / MS"
19,Ka Sport 1.6,12/12,Preta,Flex,Não disponível,"R$ 31.000,00",https://www.shopcar.com.br/veiculos/ford/ka-sport-1-6/12-12/1231900,Rubens Leite Ribeiro,Campo Grande - MS
